data_key,scope_order,in_scope,selected_channel_name,selected_channel_name_normalized,selected_channel_name_sort_key,network,feed,location,group_title,category_guess,language_guess,tvg_id,tvg_name,tvg_logo,match_key_tvg_id,match_key_tvg_name,match_key_channel_name,match_key_name_group,source_channel_order,source_duplicate_key,source_stream_host,notes
tvg_id::6076,84,Y,USA Cinemax West UHD,USA Cinemax West UHD,usa cinemax west uhd,Cinemax,West,"Ultra, HD",Ultra HD,Movies,English,6076,USA Cinemax West UHD,,6076,usa cinemax west uhd,usa cinemax west uhd,usa cinemax west uhd::ultra hd,4568,tvg_id::6076,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6078,85,Y,USA CMT UHD,USA CMT UHD,usa cmt uhd,CMT,,"Ultra, HD",Ultra HD,,English,6078,USA CMT UHD,,6078,usa cmt uhd,usa cmt uhd,usa cmt uhd::ultra hd,4570,tvg_id::6078,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6080,86,Y,USA CNN UHD,USA CNN UHD,usa cnn uhd,CNN,,"Ultra, HD",Ultra HD,News,English,6080,USA CNN UHD,,6080,usa cnn uhd,usa cnn uhd,usa cnn uhd::ultra hd,4572,tvg_id::6080,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6081,87,Y,USA Comedy Central UHD,USA Comedy Central UHD,usa comedy central uhd,Comedy Central,,"Ultra, HD",Ultra HD,Entertainment,English,6081,USA Comedy Central UHD,,6081,usa comedy central uhd,usa comedy central uhd,usa comedy central uhd::ultra hd,4573,tvg_id::6081,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6082,88,Y,USA Comedy Central West UHD,USA Comedy Central West UHD,usa comedy central west uhd,Comedy Central,West,"Ultra, HD",Ultra HD,Entertainment,English,6082,USA Comedy Central West UHD,,6082,usa comedy central west uhd,usa comedy central west uhd,usa comedy central west uhd::ultra hd,4574,tvg_id::6082,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6084,89,Y,USA Cooking Channel UHD,USA Cooking Channel UHD,usa cooking channel uhd,Cooking,,"Ultra, HD",Ultra HD,,English,6084,USA Cooking Channel UHD,,6084,usa cooking channel uhd,usa cooking channel uhd,usa cooking channel uhd::ultra hd,4576,tvg_id::6084,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6087,90,Y,USA Discovery UHD,USA Discovery UHD,usa discovery uhd,Discovery,,"Ultra, HD",Ultra HD,Documentary,English,6087,USA Discovery UHD,,6087,usa discovery uhd,usa discovery uhd,usa discovery uhd::ultra hd,4579,tvg_id::6087,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6088,91,Y,USA Disney channel UHD,USA Disney channel UHD,usa disney channel uhd,Disney,,"Ultra, HD",Ultra HD,Kids,English,6088,USA Disney channel UHD,,6088,usa disney channel uhd,usa disney channel uhd,usa disney channel uhd::ultra hd,4580,tvg_id::6088,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6091,92,Y,USA E! UHD,USA E! UHD,usa e uhd,USA,,"Ultra, HD",Ultra HD,,English,6091,USA E! UHD,,6091,usa e uhd,usa e uhd,usa e uhd::ultra hd,4583,tvg_id::6091,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6098,93,Y,USA Food Network UHD,USA Food Network UHD,usa food network uhd,Food Network,,"Ultra, HD",Ultra HD,Lifestyle,English,6098,USA Food Network UHD,,6098,usa food network uhd,usa food network uhd,usa food network uhd::ultra hd,4590,tvg_id::6098,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6104,94,Y,USA Fuse UHD,USA Fuse UHD,usa fuse uhd,Fuse,,"Ultra, HD",Ultra HD,,English,6104,USA Fuse UHD,,6104,usa fuse uhd,usa fuse uhd,usa fuse uhd::ultra hd,4596,tvg_id::6104,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6106,95,Y,USA FX UHD,USA FX UHD,usa fx uhd,USA,,"Ultra, HD",Ultra HD,,English,6106,USA FX UHD,,6106,usa fx uhd,usa fx uhd,usa fx uhd::ultra hd,4598,tvg_id::6106,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6105,96,Y,USA FXM UHD,USA FXM UHD,usa fxm uhd,USA,,"Ultra, HD",Ultra HD,,English,6105,USA FXM UHD,,6105,usa fxm uhd,usa fxm uhd,usa fxm uhd::ultra hd,4597,tvg_id::6105,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6107,97,Y,USA FXX UHD,USA FXX UHD,usa fxx uhd,FXX,,"Ultra, HD",Ultra HD,,English,6107,USA FXX UHD,,6107,usa fxx uhd,usa fxx uhd,usa fxx uhd::ultra hd,4599,tvg_id::6107,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6108,98,Y,USA FYI UHD,USA FYI UHD,usa fyi uhd,FYI,,"Ultra, HD",Ultra HD,,English,6108,USA FYI UHD,,6108,usa fyi uhd,usa fyi uhd,usa fyi uhd::ultra hd,4600,tvg_id::6108,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6116,99,Y,USA HBO Comedy UHD,USA HBO Comedy UHD,usa hbo comedy uhd,HBO,,"Ultra, HD",Ultra HD,Movies,English,6116,USA HBO Comedy UHD,,6116,usa hbo comedy uhd,usa hbo comedy uhd,usa hbo comedy uhd::ultra hd,4608,tvg_id::6116,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6120,100,Y,USA HBO Drama East UHD,USA HBO Drama East UHD,usa hbo drama east uhd,HBO,East,"Ultra, HD",Ultra HD,Movies,English,6120,USA HBO Drama East UHD,,6120,usa hbo drama east uhd,usa hbo drama east uhd,usa hbo drama east uhd::ultra hd,4611,tvg_id::6120,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6117,101,Y,USA HBO East UHD,USA HBO East UHD,usa hbo east uhd,HBO,East,"Ultra, HD",Ultra HD,Movies,English,6117,USA HBO East UHD,,6117,usa hbo east uhd,usa hbo east uhd,usa hbo east uhd::ultra hd,4609,tvg_id::6117,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6114,102,Y,USA HBO Hits UHD,USA HBO Hits UHD,usa hbo hits uhd,HBO,,"Ultra, HD",Ultra HD,Movies,English,6114,USA HBO Hits UHD,,6114,usa hbo hits uhd,usa hbo hits uhd,usa hbo hits uhd::ultra hd,4606,tvg_id::6114,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6115,103,Y,USA HBO Hits West UHD,USA HBO Hits West UHD,usa hbo hits west uhd,HBO,West,"Ultra, HD",Ultra HD,Movies,English,6115,USA HBO Hits West UHD,,6115,usa hbo hits west uhd,usa hbo hits west uhd,usa hbo hits west uhd::ultra hd,4607,tvg_id::6115,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6122,104,Y,USA HBO Movies UHD,USA HBO Movies UHD,usa hbo movies uhd,HBO,,"Ultra, HD",Ultra HD,Movies,English,6122,USA HBO Movies UHD,,6122,usa hbo movies uhd,usa hbo movies uhd,usa hbo movies uhd::ultra hd,4613,tvg_id::6122,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6121,105,Y,USA HBO West UHD,USA HBO West UHD,usa hbo west uhd,HBO,West,"Ultra, HD",Ultra HD,Movies,English,6121,USA HBO West UHD,,6121,usa hbo west uhd,usa hbo west uhd,usa hbo west uhd::ultra hd,4612,tvg_id::6121,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6123,106,Y,USA HGTV UHD,USA HGTV UHD,usa hgtv uhd,HGTV,,"Ultra, HD",Ultra HD,Lifestyle,English,6123,USA HGTV UHD,,6123,usa hgtv uhd,usa hgtv uhd,usa hgtv uhd::ultra hd,4614,tvg_id::6123,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6124,107,Y,USA History UHD,USA History UHD,usa history uhd,History,,"Ultra, HD",Ultra HD,Documentary,English,6124,USA History UHD,,6124,usa history uhd,usa history uhd,usa history uhd::ultra hd,4615,tvg_id::6124,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6125,108,Y,USA HLN UHD,USA HLN UHD,usa hln uhd,HLN,,"Ultra, HD",Ultra HD,,English,6125,USA HLN UHD,,6125,usa hln uhd,usa hln uhd,usa hln uhd::ultra hd,4616,tvg_id::6125,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6146,109,Y,USA MTV UHD,USA MTV UHD,usa mtv uhd,MTV,,"Ultra, HD",Ultra HD,Music,English,6146,USA MTV UHD,,6146,usa mtv uhd,usa mtv uhd,usa mtv uhd::ultra hd,4637,tvg_id::6146,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6147,110,Y,USA MTV WEST UHD,USA MTV WEST UHD,usa mtv west uhd,MTV,West,"Ultra, HD",Ultra HD,Music,English,6147,USA MTV WEST UHD,,6147,usa mtv west uhd,usa mtv west uhd,usa mtv west uhd::ultra hd,4638,tvg_id::6147,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6148,111,Y,USA NAT GEO UHD,USA NAT GEO UHD,usa nat geo uhd,National Geographic,,"Ultra, HD",Ultra HD,Documentary,English,6148,USA NAT GEO UHD,,6148,usa nat geo uhd,usa nat geo uhd,usa nat geo uhd::ultra hd,4639,tvg_id::6148,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6149,112,Y,USA NAT GEO Wild UHD,USA NAT GEO Wild UHD,usa nat geo wild uhd,National Geographic,,"Ultra, HD",Ultra HD,Documentary,English,6149,USA NAT GEO Wild UHD,,6149,usa nat geo wild uhd,usa nat geo wild uhd,usa nat geo wild uhd::ultra hd,4640,tvg_id::6149,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::15,113,Y,USA Network (East),USA Network (East),usa network east,USA,East,United States,Entertainment,Entertainment,English,15,USA Network (East),,15,usa network east,usa network east,usa network east::entertainment,16,tvg_id::15,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::16,114,Y,USA Network (West),USA Network (West),usa network west,USA,West,United States,Entertainment,Entertainment,English,16,USA Network (West),,16,usa network west,usa network west,usa network west::entertainment,17,tvg_id::16,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6164,115,Y,USA Paramount Network UHD,USA Paramount Network UHD,usa paramount network uhd,Paramount,,"Ultra, HD",Ultra HD,,English,6164,USA Paramount Network UHD,,6164,usa paramount network uhd,usa paramount network uhd,usa paramount network uhd::ultra hd,4655,tvg_id::6164,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6178,116,Y,USA Paramount+ with Showtime UHD,USA Paramount+ with Showtime UHD,usa paramount with showtime uhd,Paramount,Plus,"Ultra, HD",Ultra HD,Movies,English,6178,USA Paramount+ with Showtime UHD,,6178,usa paramount with showtime uhd,usa paramount with showtime uhd,usa paramount with showtime uhd::ultra hd,4669,tvg_id::6178,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6182,117,Y,USA Paramount+ with Showtime West UHD,USA Paramount+ with Showtime West UHD,usa paramount with showtime west uhd,Paramount,West,"Ultra, HD",Ultra HD,Movies,English,6182,USA Paramount+ with Showtime West UHD,,6182,usa paramount with showtime west uhd,usa paramount with showtime west uhd,usa paramount with showtime west uhd::ultra hd,4673,tvg_id::6182,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6172,118,Y,USA Science UHD,USA Science UHD,usa science uhd,Science,,"Ultra, HD",Ultra HD,Documentary,English,6172,USA Science UHD,,6172,usa science uhd,usa science uhd,usa science uhd::ultra hd,4663,tvg_id::6172,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6177,119,Y,USA Showtime 2 UHD,USA Showtime 2 UHD,usa showtime 2 uhd,Showtime,,"Ultra, HD",Ultra HD,Movies,English,6177,USA Showtime 2 UHD,,6177,usa showtime 2 uhd,usa showtime 2 uhd,usa showtime 2 uhd::ultra hd,4668,tvg_id::6177,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6179,120,Y,USA Showtime Extreme UHD,USA Showtime Extreme UHD,usa showtime extreme uhd,Showtime,,"Ultra, HD",Ultra HD,Movies,English,6179,USA Showtime Extreme UHD,,6179,usa showtime extreme uhd,usa showtime extreme uhd,usa showtime extreme uhd::ultra hd,4670,tvg_id::6179,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6181,121,Y,USA Showtime Next UHD,USA Showtime Next UHD,usa showtime next uhd,Showtime,,"Ultra, HD",Ultra HD,Movies,English,6181,USA Showtime Next UHD,,6181,usa showtime next uhd,usa showtime next uhd,usa showtime next uhd::ultra hd,4672,tvg_id::6181,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6176,122,Y,USA Showtime Showcase UHD,USA Showtime Showcase UHD,usa showtime showcase uhd,Showtime,,"Ultra, HD",Ultra HD,Movies,English,6176,USA Showtime Showcase UHD,,6176,usa showtime showcase uhd,usa showtime showcase uhd,usa showtime showcase uhd::ultra hd,4667,tvg_id::6176,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6184,123,Y,USA Smithsonian UHD,USA Smithsonian UHD,usa smithsonian uhd,Smithsonian,,"Ultra, HD",Ultra HD,,English,6184,USA Smithsonian UHD,,6184,usa smithsonian uhd,usa smithsonian uhd,usa smithsonian uhd::ultra hd,4675,tvg_id::6184,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6188,124,Y,USA Starz Cinema UHD,USA Starz Cinema UHD,usa starz cinema uhd,Starz,,"Ultra, HD",Ultra HD,Movies,English,6188,USA Starz Cinema UHD,,6188,usa starz cinema uhd,usa starz cinema uhd,usa starz cinema uhd::ultra hd,4679,tvg_id::6188,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6189,125,Y,USA Starz Comedy UHD,USA Starz Comedy UHD,usa starz comedy uhd,Starz,,"Ultra, HD",Ultra HD,Movies,English,6189,USA Starz Comedy UHD,,6189,usa starz comedy uhd,usa starz comedy uhd,usa starz comedy uhd::ultra hd,4680,tvg_id::6189,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6190,126,Y,USA Starz Edge UHD,USA Starz Edge UHD,usa starz edge uhd,Starz,,"Ultra, HD",Ultra HD,Movies,English,6190,USA Starz Edge UHD,,6190,usa starz edge uhd,usa starz edge uhd,usa starz edge uhd::ultra hd,4681,tvg_id::6190,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6191,127,Y,USA Starz Encore Action UHD,USA Starz Encore Action UHD,usa starz encore action uhd,Starz,,"Ultra, HD",Ultra HD,Movies,English,6191,USA Starz Encore Action UHD,,6191,usa starz encore action uhd,usa starz encore action uhd,usa starz encore action uhd::ultra hd,4682,tvg_id::6191,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6193,128,Y,USA Starz Encore Classic UHD,USA Starz Encore Classic UHD,usa starz encore classic uhd,Starz,,"Ultra, HD",Ultra HD,Movies,English,6193,USA Starz Encore Classic UHD,,6193,usa starz encore classic uhd,usa starz encore classic uhd,usa starz encore classic uhd::ultra hd,4684,tvg_id::6193,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6195,129,Y,USA Starz Encore Suspense UHD,USA Starz Encore Suspense UHD,usa starz encore suspense uhd,Starz,,"Ultra, HD",Ultra HD,Movies,English,6195,USA Starz Encore Suspense UHD,,6195,usa starz encore suspense uhd,usa starz encore suspense uhd,usa starz encore suspense uhd::ultra hd,4686,tvg_id::6195,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6196,130,Y,USA Starz Encore UHD,USA Starz Encore UHD,usa starz encore uhd,Starz,,"Ultra, HD",Ultra HD,Movies,English,6196,USA Starz Encore UHD,,6196,usa starz encore uhd,usa starz encore uhd,usa starz encore uhd::ultra hd,4687,tvg_id::6196,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6198,131,Y,USA Starz Encore West UHD,USA Starz Encore West UHD,usa starz encore west uhd,Starz,West,"Ultra, HD",Ultra HD,Movies,English,6198,USA Starz Encore West UHD,,6198,usa starz encore west uhd,usa starz encore west uhd,usa starz encore west uhd::ultra hd,4689,tvg_id::6198,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6197,132,Y,USA Starz Encore Westerns UHD,USA Starz Encore Westerns UHD,usa starz encore westerns uhd,Starz,,"Ultra, HD",Ultra HD,Movies,English,6197,USA Starz Encore Westerns UHD,,6197,usa starz encore westerns uhd,usa starz encore westerns uhd,usa starz encore westerns uhd::ultra hd,4688,tvg_id::6197,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6201,133,Y,USA Starz UHD,USA Starz UHD,usa starz uhd,Starz,,"Ultra, HD",Ultra HD,Movies,English,6201,USA Starz UHD,,6201,usa starz uhd,usa starz uhd,usa starz uhd::ultra hd,4692,tvg_id::6201,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6202,134,Y,USA Starz West UHD,USA Starz West UHD,usa starz west uhd,Starz,West,"Ultra, HD",Ultra HD,Movies,English,6202,USA Starz West UHD,,6202,usa starz west uhd,usa starz west uhd,usa starz west uhd::ultra hd,4693,tvg_id::6202,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6203,135,Y,USA Sundance UHD,USA Sundance UHD,usa sundance uhd,USA,,"Ultra, HD",Ultra HD,,English,6203,USA Sundance UHD,,6203,usa sundance uhd,usa sundance uhd,usa sundance uhd::ultra hd,4694,tvg_id::6203,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6204,136,Y,USA Syfy UHD,USA Syfy UHD,usa syfy uhd,Syfy,,"Ultra, HD",Ultra HD,,English,6204,USA Syfy UHD,,6204,usa syfy uhd,usa syfy uhd,usa syfy uhd::ultra hd,4695,tvg_id::6204,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6206,137,Y,USA TBS West UHD,USA TBS West UHD,usa tbs west uhd,TBS,West,"Ultra, HD",Ultra HD,,English,6206,USA TBS West UHD,,6206,usa tbs west uhd,usa tbs west uhd,usa tbs west uhd::ultra hd,4697,tvg_id::6206,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6207,138,Y,USA TCM UHD,USA TCM UHD,usa tcm uhd,USA,,"Ultra, HD",Ultra HD,,English,6207,USA TCM UHD,,6207,usa tcm uhd,usa tcm uhd,usa tcm uhd::ultra hd,4698,tvg_id::6207,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6211,139,Y,USA The Movie Channel,USA The Movie Channel,usa the movie channel,USA,,"Ultra, HD",Ultra HD,Movies,English,6211,USA The Movie Channel,,6211,usa the movie channel,usa the movie channel,usa the movie channel::ultra hd,4702,tvg_id::6211,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6212,140,Y,USA The Movie Channel Xtra,USA The Movie Channel Xtra,usa the movie channel xtra,USA,,"Ultra, HD",Ultra HD,Movies,English,6212,USA The Movie Channel Xtra,,6212,usa the movie channel xtra,usa the movie channel xtra,usa the movie channel xtra::ultra hd,4703,tvg_id::6212,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6214,141,Y,USA TLC UHD,USA TLC UHD,usa tlc uhd,TLC,,"Ultra, HD",Ultra HD,,English,6214,USA TLC UHD,,6214,usa tlc uhd,usa tlc uhd,usa tlc uhd::ultra hd,4705,tvg_id::6214,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6215,142,Y,USA TNT UHD,USA TNT UHD,usa tnt uhd,TNT,,"Ultra, HD",Ultra HD,,English,6215,USA TNT UHD,,6215,usa tnt uhd,usa tnt uhd,usa tnt uhd::ultra hd,4706,tvg_id::6215,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6216,143,Y,USA TNT West UHD,USA TNT West UHD,usa tnt west uhd,TNT,West,"Ultra, HD",Ultra HD,,English,6216,USA TNT West UHD,,6216,usa tnt west uhd,usa tnt west uhd,usa tnt west uhd::ultra hd,4707,tvg_id::6216,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6223,144,Y,USA Univison,USA Univison,usa univison,USA,,"Ultra, HD",Ultra HD,,English,6223,USA Univison,,6223,usa univison,usa univison,usa univison::ultra hd,4713,tvg_id::6223,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6225,145,Y,USA VH 1 UHD,USA VH 1 UHD,usa vh 1 uhd,USA,,"Ultra, HD",Ultra HD,,English,6225,USA VH 1 UHD,,6225,usa vh 1 uhd,usa vh 1 uhd,usa vh 1 uhd::ultra hd,4715,tvg_id::6225,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::6226,146,Y,USA Vice UHD,USA Vice UHD,usa vice uhd,USA,,"Ultra, HD",Ultra HD,,English,6226,USA Vice UHD,,6226,usa vice uhd,usa vice uhd,usa vice uhd::ultra hd,4716,tvg_id::6226,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::148,147,Y,VH1 (East),VH1 (East),vh1 east,VH1,East,,Entertainment,Entertainment,,148,VH1 (East),,148,vh1 east,vh1 east,vh1 east::entertainment,72,tvg_id::148,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
tvg_id::149,148,Y,VH1 (West),VH1 (West),vh1 west,VH1,West,,Entertainment,Entertainment,,149,VH1 (West),,149,vh1 west,vh1 west,vh1 west::entertainment,73,tvg_id::149,s2.thetvapp.to,Imported from reviewed in-scope channel inventory; raw stream URL intentionally excluded.
