# My Channel prefered to Keep Notes File
#
#KEEP ( and any version of these channels in any of the site files.
epgshare01.online	epgshare01.online\epgshare01.online_US_LOCALS2.channels.xml	ABC (WKBW) Buffalo, NY		en	US_LOCALS2#ABC.(WKBW).Buffalo,.NY.us	US	SD
epgshare01.online	epgshare01.online\epgshare01.online_US_LOCALS2.channels.xml	Ace TV (WBXZ-LP10) Buffalo, NY		en	US_LOCALS2#Ace.TV.(WBXZ-LP10).Buffalo,.NY.us	US	SD
epgshare01.online	epgshare01.online\epgshare01.online_US_LOCALS2.channels.xml	CBS (WIVB) Buffalo, NY		en	US_LOCALS2#CBS.(WIVB).Buffalo,.NY.us	US	SD
epgshare01.online	epgshare01.online\epgshare01.online_US_LOCALS2.channels.xml	Corner Store (WBXZ-LP7) Buffalo, NY		en	US_LOCALS2#Corner.Store.(WBXZ-LP7).Buffalo,.NY.us	US	SD
epgshare01.online	epgshare01.online\epgshare01.online_US_LOCALS2.channels.xml	CW (WNLO) Buffalo, NY		en	US_LOCALS2#CW.(WNLO).Buffalo,.NY.us	US	SD
epgshare01.online	epgshare01.online\epgshare01.online_US_LOCALS2.channels.xml	FOX (WUTV) Buffalo, NY		en	US_LOCALS2#FOX.(WUTV).Buffalo,.NY.us	US	SD
epgshare01.online	epgshare01.online\epgshare01.online_US_LOCALS2.channels.xml	MNT (WNYO) Buffalo, NY		en	US_LOCALS2#MNT.(WNYO).Buffalo,.NY.us	US	SD
epgshare01.online	epgshare01.online\epgshare01.online_US_LOCALS2.channels.xml	NBC (WGRZ) Buffalo, NY		en	US_LOCALS2#NBC.(WGRZ).Buffalo,.NY.us	US	SD
epgshare01.online	epgshare01.online\epgshare01.online_US_LOCALS2.channels.xml	PBS (K48KE-D) Buffalo, OK		en	US_LOCALS2#PBS.(K48KE-D).Buffalo,.OK.us	US	SD
epgshare01.online	epgshare01.online\epgshare01.online_US_LOCALS2.channels.xml	PBS (WNED) Buffalo, NY		en	US_LOCALS2#PBS.(WNED).Buffalo,.NY.us	US	SD
epgshare01.online	epgshare01.online\epgshare01.online_US_LOCALS2.channels.xml	Scripps News (WPXJ-TV7) Buffalo, NY		en	US_LOCALS2#Scripps.News.(WPXJ-TV7).Buffalo,.NY.us	US	SD
epgshare01.online	epgshare01.online\epgshare01.online_US_LOCALS2.channels.xml	TCT (WBNF) Buffalo, NY		en	US_LOCALS2#TCT.(WBNF).Buffalo,.NY.us	US	SD
epgshare01.online	epgshare01.online\epgshare01.online_CA1.channels.xml	CBC (CBLT) Toronto, ON		en	CA1#CBC.(CBLT).Toronto,.ON.ca	CA	SD
pluto.tv	pluto.tv\pluto.tv_ca.channels.xml	CBC News Toronto		en	6536721dbfbaec00088687c0	CA	SD
epgshare01.online	epgshare01.online\epgshare01.online_CA1.channels.xml	CITY Toronto, ON		en	CA1#CITY.Toronto,.ON.ca	CA	SD
epgshare01.online	epgshare01.online\epgshare01.online_CA1.channels.xml	CTV (CFTO) Toronto, ON		en	CA1#CTV.(CFTO).Toronto,.ON.ca	CA	SD
epgshare01.online	epgshare01.online\epgshare01.online_CA1.channels.xml	CTV2 Toronto, ON		en	CA1#CTV2.Toronto,.ON.ca	CA	SD
epgshare01.online	epgshare01.online\epgshare01.online_CA1.channels.xml	Global (CIII-DT-41) Toronto		en	CA1#Global.(CIII-DT-41).Toronto.ca	CA	SD
pluto.tv	pluto.tv\pluto.tv_ca.channels.xml	Global News Toronto		en	62cc00b3b821cf00070f82c3	CA	SD
epgshare01.online	epgshare01.online\epgshare01.online_CA1.channels.xml	ICI (CBLFT) Toronto		en	CA1#ICI.(CBLFT).Toronto.ca	CA	SD
epgshare01.online	epgshare01.online\epgshare01.online_CA1.channels.xml	TVO (CICA-DT) Toronto, ON		en	CA1#TVO.(CICA-DT).Toronto,.ON.ca	CA	SD
epgshare01.online	epgshare01.online\epgshare01.online_CA1.channels.xml	CTV (CKCO) Kitchener, ON		en	CA1#CTV.(CKCO).Kitchener,.ON.ca	CA	SD
epgshare01.online	epgshare01.online\epgshare01.online_CA1.channels.xml	Rogers Kitchener		en	CA1#Rogers.Kitchener.ca	CA	SD
epgshare01.online	epgshare01.online\epgshare01.online_CA1.channels.xml	CTV2 Barrie (CKVR-DT)		en	CA1#CTV2.Barrie.(CKVR-DT).ca	CA	SD
epgshare01.online	epgshare01.online\epgshare01.online_US_LOCALS2.channels.xml	CHCH-DT-2 London, ON		en	US_LOCALS2#CHCH-DT-2.London,.ON.us	US	SD
epgshare01.online	epgshare01.online\epgshare01.online_CA1.channels.xml	CTV Two London/CFPL (CTV2L)		en	CA1#CTV.Two.London/CFPL.(CTV2L).ca	CA	SD
tv24.co.uk	tv24.co.uk\tv24.co.uk.channels.xml	5 (London Audio Desc)		en	channel-5ondon-audio-desc-l	UK	SD
player.ee.co.uk	player.ee.co.uk\player.ee.co.uk.channels.xml	BBC One London	BBCOne.uk@London	en	dvb://233a..1044	UK	SD
tv24.co.uk	tv24.co.uk\tv24.co.uk.channels.xml	BBC One London		en	bbc-oneondon-l	UK	SD
freeview.co.uk	freeview.co.uk\freeview.co.uk.channels.xml	BBC Radio London		en	64257#6148	UK	SD
epgshare01.online	epgshare01.online\epgshare01.online_UK1.channels.xml	BBC RLondon		en	UK1#BBC.RLondon.uk	UK	SD
tv24.co.uk	tv24.co.uk\tv24.co.uk.channels.xml	5 (London Audio Desc)		en	channel-5ondon-audio-desc-l	UK	SD
player.ee.co.uk	player.ee.co.uk\player.ee.co.uk.channels.xml	BBC One London	BBCOne.uk@London	en	dvb://233a..1044	UK	SD
tv24.co.uk	tv24.co.uk\tv24.co.uk.channels.xml	BBC One London		en	bbc-oneondon-l	UK	SD
freeview.co.uk	freeview.co.uk\freeview.co.uk.channels.xml	BBC Radio London		en	64257#6148	UK	SD
epgshare01.online	epgshare01.online\epgshare01.online_UK1.channels.xml	BBC RLondon		en	UK1#BBC.RLondon.uk	UK	SD
tv24.co.uk	tv24.co.uk\tv24.co.uk.channels.xml	ITV1 (Central West)		en	itv1-central-west	UK	SD
tv24.co.uk	tv24.co.uk\tv24.co.uk.channels.xml	ITV1 (London)		en	itv1ondon-1-l	UK	SD
player.ee.co.uk	player.ee.co.uk\player.ee.co.uk.channels.xml	ITV1 London	ITV1.uk@London	en	dvb://233a..2045	UK	SD
tv24.co.uk	tv24.co.uk\tv24.co.uk.channels.xml	ITV1 London		en	itv1ondon-l	UK	SD
player.ee.co.uk	player.ee.co.uk\player.ee.co.uk.channels.xml	ITV2	ITV2.uk@SD	en	dvb://233a..2085	UK	SD
tv24.co.uk	tv24.co.uk\tv24.co.uk.channels.xml	ITV2	ITV2.uk@SD	en	itv2	UK	SD
freeview.co.uk	freeview.co.uk\freeview.co.uk.channels.xml	ITV2	ITV2.uk@SD	en	64257#8325	UK	SD
player.ee.co.uk	player.ee.co.uk\player.ee.co.uk.channels.xml	ITV3	ITV3.uk@SD	en	dvb://233a..2066	UK	SD
tv24.co.uk	tv24.co.uk\tv24.co.uk.channels.xml	ITV3	ITV3.uk@SD	en	itv3	UK	SD
freeview.co.uk	freeview.co.uk\freeview.co.uk.channels.xml	ITV3	ITV3.uk@SD	en	64257#8294	UK	SD
player.ee.co.uk	player.ee.co.uk\player.ee.co.uk.channels.xml	ITV4	ITV4.uk@SD	en	dvb://233a..208a	UK	SD
tv24.co.uk	tv24.co.uk\tv24.co.uk.channels.xml	ITV4	ITV4.uk@SD	en	itv4	UK	SD
freeview.co.uk	freeview.co.uk\freeview.co.uk.channels.xml	ITV4	ITV4.uk@SD	en	64257#8330	UK	SD
epgshare01.online	epgshare01.online\epgshare01.online_UK1.channels.xml	ITVBe		en	UK1#ITVBe.uk	UK	SD
player.ee.co.uk	player.ee.co.uk\player.ee.co.uk.channels.xml	ITVBe	ITVBe.uk@SD	en	dvb://233a..2094	UK	SD
directv.com	directv.com\directv.com.channels.xml	BBC America	BBCAmerica.us@East	en	264#264	US	SD
tvguide.com	tvguide.com\tvguide.com.channels.xml	BBC America	BBCAmerica.us@East	en	9200014701	US	SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	BBC America		en	bbc-america		SD
epgshare01.online	epgshare01.online\epgshare01.online_US1.channels.xml	BBC America - East		en	US1#BBC.America.-.East.us	US	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	BBC Brit		en	AU1#BBCBrit.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_CA1.channels.xml	BBC Canada East		en	CA1#BBC.Canada.East.ca	CA	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	BBC Drama		en	AU1#BBCDrama.au	AU	SD
pluto.tv	pluto.tv\pluto.tv_uk.channels.xml	BBC Drama		en	60d35a74c63c3c0008df6a90	UK	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	BBC Earth		en	AU1#BBCEarth.au	AU	SD
pluto.tv	pluto.tv\pluto.tv_us.channels.xml	BBC Earth		en	656535fc2c46f30008870fae	US	SD
pluto.tv	pluto.tv\pluto.tv_us.channels.xml	BBC Food		en	5fb5844bf5514d0007945bda	US	SD
player.ee.co.uk	player.ee.co.uk\player.ee.co.uk.channels.xml	BBC Four	BBCFour.uk@UK	en	dvb://233a..11c0	UK	SD
tv24.co.uk	tv24.co.uk\tv24.co.uk.channels.xml	BBC Four	BBCFour.uk@UK	en	bbc-four	UK	SD
freeview.co.uk	freeview.co.uk\freeview.co.uk.channels.xml	BBC FOUR	BBCFour.uk@UK	en	64257#4544	UK	SD
player.ee.co.uk	player.ee.co.uk\player.ee.co.uk.channels.xml	BBC One London	BBCOne.uk@London	en	dvb://233a..1044	UK	SD
tv24.co.uk	tv24.co.uk\tv24.co.uk.channels.xml	BBC One London		en	bbc-oneondon-l	UK	SD
tv24.co.uk	tv24.co.uk\tv24.co.uk.channels.xml	BBC Two	BBCTwo.uk@England	en	bbc-two	UK	SD
freeview.co.uk	freeview.co.uk\freeview.co.uk.channels.xml	BBC TWO	BBCTwo.uk@England	en	64257#4287	UK	SD
player.ee.co.uk	player.ee.co.uk\player.ee.co.uk.channels.xml	BBC Two England	BBCTwo.uk@England	en	dvb://233a..10bf	UK	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	10 Bold Sydney		en	AU1#10BoldSydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	10 Peach Sydney		en	AU1#10PeachSydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	10 Sydney		en	AU1#10Sydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	7 Sydney		en	AU1#7Sydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	7Bravo Sydney		en	AU1#7BravoSydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	7flix Sydney		en	AU1#7flixSydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	7mate Sydney		en	AU1#7mateSydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	7TWO Sydney		en	AU1#7TWOSydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	9 Sydney		en	AU1#9Sydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	9Gem Sydney		en	AU1#9GemSydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	9Go! Sydney		en	AU1#9GoSydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	9Life Sydney		en	AU1#9LifeSydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	9Rush Sydney		en	AU1#9RushSydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	ABC Entertains Sydney		en	AU1#ABCEntertainsSydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	SBS Food Sydney		en	AU1#SBSFoodSydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	SBS Sydney		en	AU1#SBSSydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	SBS Viceland Sydney		en	AU1#SBSVicelandSydney.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	SBS World Movies Sydney		en	AU1#SBSWorldMoviesSydney.au	AU	SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	AMC		en	amc		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	AMC+		en	amc-plus		SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	Animal Planet		en	AU1#AnimalPlanet.au	AU	SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Animal Planet		en	animal-planet		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	BBC America		en	bbc-america		SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	BBC Brit		en	AU1#BBCBrit.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	BBC Drama		en	AU1#BBCDrama.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	BBC Earth		en	AU1#BBCEarth.au	AU	SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Bravo		en	bravo		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	BritBox		en	britbox		SD
player.ee.co.uk	player.ee.co.uk\player.ee.co.uk.channels.xml	Channel 4 +1		en	dvb://233a..2104		SD
virgintvgo.virginmedia.com	virgintvgo.virginmedia.com\virgintvgo.virginmedia.com.channels.xml	Channel 4 +1		en	1322		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Cooking Channel		en	cooking-channel		SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	Discovery +2		en	AU1#Discoveryplus2.au	AU	SD
virgintvgo.virginmedia.com	virgintvgo.virginmedia.com\virgintvgo.virginmedia.com.channels.xml	Discovery Chan +1		en	228		SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	Discovery Channel		en	AU1#DiscoveryChannel.au	AU	SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Discovery Channel		en	discovery		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Discovery+		en	discovery-plus		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Disney Channel		en	disney-channel		SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	Food Network		en	AU1#FoodNetwork.au	AU	SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Food Network		en	food-network		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	FX		en	fx		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	FX Movie Channel		en	fx-movie-channel		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	FXX		en	fxx		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	HBO		en	hbo		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	HBO Signature		en	hbo-signature		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	HBO Zone		en	hbo-zone		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	HBO2		en	hbo2		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Here TV		en	here-tv		SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	HGTV		en	AU1#HGTV.au	AU	SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	HGTV		en	hgtv		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Hulu		en	hulu		SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	LifeStyle		en	AU1#LifeStyle.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	LifeStyle +2		en	AU1#LifeStyleplus2.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	LifeStyle Food		en	AU1#LifeStyleFood.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	LifeStyle Food +2		en	AU1#LifeStyleFoodplus2.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	LifeStyle Home		en	AU1#LifeStyleHome.au	AU	SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Lifetime		en	lifetime		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Logo		en	logo		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	MGM+		en	mgm-plus		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	MGM+ Drive-In		en	mgm-plus-drive-in		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	MGM+ Hits		en	mgm-plus-hits		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	MGM+ Marquee		en	mgm-plus-marquee		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	More MAX		en	more-max		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Movie MAX		en	moviemax		SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	Movie Store AVC		en	AU1#MovieStoreAVC.au	AU	SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	MoviePlex		en	movieplex		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Movies!		en	movies		SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	Moviesphere		en	AU1#Moviesphere.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	MSNBC		en	AU1#MSNBC.au	AU	SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	MSNBC		en	msnbc		SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	MTV		en	AU1#MTV.au	AU	SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	MTV		en	mtv		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	MTV2		en	mtv2		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	NASA TV		en	nasa-tv		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Nat Geo		en	nat-geo		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Nat Geo Wild		en	nat-geo-wild		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Paramount Network		en	paramount-network		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Paramount+		en	paramount-plus		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	PBS		en	pbs		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Peacock		en	peacock		SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	OWN		en	own		SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	Oxygen		en	AU1#Oxygen.au	AU	SD
tvinsider.com	tvinsider.com\tvinsider.com.channels.xml	Oxygen		en	oxygen		SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	Showcase		en	AU1#Showcase.au	AU	SD
epgshare01.online	epgshare01.online\epgshare01.online_AU1.channels.xml	Showcase +2		en	AU1#Showcaseplus2.au	AU	SD
