lineup_id	country	in_scope	channel_type	type_lookup	channel_id	dn_1	dn_2	standard_cable_network_station	dn_3	call_sign	channel_number	network_base	network_lookup	city	city_lookup	region	region_lookup	brand_scope	scope_lookup	resolution	resolution_lookup	feed_lookup	manual_override_needed	Manual_Display_namne	final_display_name
10273	US	N	specialty	specialty	622.stations.xmltv.tvmedia.ca	Magnolia - East	MAGN	No	167	MAGN	167	Magnolia - East	Magnolia						country_unique						#REF!
10270	CA	N	specialty	specialty	2466.stations.xmltv.tvmedia.ca	Makeful	MAKE	No	294	MAKE	294	Makeful	Makeful						country_unique						#REF!
10270	CA	Y	specialty	specialty	306.stations.xmltv.tvmedia.ca	MAX	751	No		MAX	751	MAX	MAX						country_unique						#REF!
10269	CA	Y	specialty	specialty	306.stations.xmltv.tvmedia.ca	MAX	2041	No		MAX	2041	MAX	MAX						country_unique						#REF!
10273	US	N	specialty	specialty	31038.stations.xmltv.tvmedia.ca	Living Faith	LIVFAITH	No	659	LIVFAITH	659	Living Faith	Living						country_unique						#REF!
10272	US	N	specialty	specialty	11164.stations.xmltv.tvmedia.ca	MBC-D (KSCI-DT3)	KSCI3	Yes	46099	46099		MBC-D	MBC-D						country_unique						#REF!
10273	US	N	specialty	specialty	5581.stations.xmltv.tvmedia.ca	Mega TV	MEGA	No	466	MEGA	466	Mega TV	Mega						country_unique						#REF!
10273	US	Y	specialty	specialty	6107.stations.xmltv.tvmedia.ca	MGM HD (USA)	MGMHD	No	744	MGMHD	744	MGM HD	MGM HD						country_unique		HD				#REF!
10273	US	Y	specialty	specialty	7609.stations.xmltv.tvmedia.ca	MGM+ - East	MGM	No	395	MGM	395	MGM+ - East	MGM+						country_unique						#REF!
10271	US	Y	specialty	specialty	7609.stations.xmltv.tvmedia.ca	MGM+ - East	MGM	No	536	MGM	536	MGM+ - East	MGM+						country_unique						#REF!
10273	US	N	specialty	specialty	8114.stations.xmltv.tvmedia.ca	Magnolia HD - East	MAGN-HD	No	667	MAGN-HD	667	Magnolia HD - East	Magnolia						country_unique		HD				#REF!
10273	US	N	specialty	specialty	5889.stations.xmltv.tvmedia.ca	Destination America HD	DEST-HD	No	668	DEST-HD	668	Destination America HD	Destination						country_unique		HD				#REF!
10273	US	N	specialty	specialty	32595.stations.xmltv.tvmedia.ca	A Wealth of Entertainment HD	WEALTH	No	669	WEALTH	669	A Wealth of Entertainment HD	A						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	11487.stations.xmltv.tvmedia.ca	MGM+ Drive-In	MGMDRV	No	539	MGMDRV	539	MGM+ Drive-In	MGM+						country_unique						#REF!
10271	US	Y	specialty	specialty	33934.stations.xmltv.tvmedia.ca	MGM+ Drive-In HD	MGMDR-HD	No	1875	MGMDR-HD	1875	MGM+ Drive-In HD	MGM+						country_unique		HD				#REF!
10273	US	Y	specialty	specialty	7610.stations.xmltv.tvmedia.ca	MGM+ HD - East	MGM-HD	No	895	MGM-HD	895	MGM+ HD - East	MGM+						country_unique		HD				#REF!
10273	US	N	specialty	specialty	16175.stations.xmltv.tvmedia.ca	Justice Central HD	JC-HD	No	677	JC-HD	677	Justice Central HD	Justice						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	7610.stations.xmltv.tvmedia.ca	MGM+ HD - East	MGM-HD	No	1871	MGM-HD	1871	MGM+ HD - East	MGM+						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	11485.stations.xmltv.tvmedia.ca	MGM+ Hits- East	MGMHIT	No	537	MGMHIT	537	MGM+ Hits- East	MGM+						country_unique						#REF!
10273	US	Y	specialty	specialty	11615.stations.xmltv.tvmedia.ca	MGM+ Hits HD - East	MGMT-HD	No	896	MGMT-HD	896	MGM+ Hits HD - East	MGM+						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	11615.stations.xmltv.tvmedia.ca	MGM+ Hits HD - East	MGMT-HD	No	1873	MGMT-HD	1873	MGM+ Hits HD - East	MGM+						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	11486.stations.xmltv.tvmedia.ca	MGM+ Marquee	MGMMAR	No	538	MGMMAR	538	MGM+ Marquee	MGM+						country_unique						#REF!
10273	US	N	specialty	specialty	7055.stations.xmltv.tvmedia.ca	Game Show Network - East HD	GSN	No	684	GSN	684	Game Show Network - East HD	Game						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	11616.stations.xmltv.tvmedia.ca	MGM+ Marquee HD	MGMMRHD	No	1874	MGMMRHD	1874	MGM+ Marquee HD	MGM+						country_unique		HD				#REF!
10273	US	N	specialty	specialty	5271.stations.xmltv.tvmedia.ca	Military History	MHC	No	126	MHC	126	Military History	Military						country_unique						#REF!
10271	US	N	specialty	specialty	5271.stations.xmltv.tvmedia.ca	Military History	MHC	No	30850	MHC		Military History	Military						country_unique						#REF!
10273	US	N	specialty	specialty	8838.stations.xmltv.tvmedia.ca	Ovation HD	OVA	No	688	OVA	688	Ovation HD	Ovation						country_unique		HD				#REF!
10273	US	N	specialty	specialty	7939.stations.xmltv.tvmedia.ca	MLS Direct Kick 1	TEAM01	No	1490	TEAM01	1490	MLS Direct Kick 1	MLS						country_unique						#REF!
10273	US	N	specialty	specialty	7935.stations.xmltv.tvmedia.ca	MLS Direct Kick 1 HD	TEAMHD01	No	1450	TEAMHD01	1450	MLS Direct Kick 1 HD	MLS						country_unique		HD				#REF!
10273	US	N	specialty	specialty	14490.stations.xmltv.tvmedia.ca	MLS Direct Kick 10	TEAM10	No	1499	TEAM10	1499	MLS Direct Kick 10	MLS						country_unique						#REF!
10273	US	N	specialty	specialty	14493.stations.xmltv.tvmedia.ca	MLS Direct Kick 2	TEAM02	No	1491	TEAM02	1491	MLS Direct Kick 2	MLS						country_unique						#REF!
10273	US	N	specialty	specialty	14492.stations.xmltv.tvmedia.ca	MLS Direct Kick 2 HD	TEAMHD02	No	1451	TEAMHD02	1451	MLS Direct Kick 2 HD	MLS						country_unique		HD				#REF!
10273	US	N	specialty	specialty	14494.stations.xmltv.tvmedia.ca	MLS Direct Kick 3	TEAM03	No	1492	TEAM03	1492	MLS Direct Kick 3	MLS						country_unique						#REF!
10273	US	N	specialty	specialty	14495.stations.xmltv.tvmedia.ca	MLS Direct Kick 3 HD	TEAMHD03	No	1452	TEAMHD03	1452	MLS Direct Kick 3 HD	MLS						country_unique		HD				#REF!
10273	US	N	specialty	specialty	14496.stations.xmltv.tvmedia.ca	MLS Direct Kick 4	TEAM04	No	1493	TEAM04	1493	MLS Direct Kick 4	MLS						country_unique						#REF!
10273	US	N	specialty	specialty	14497.stations.xmltv.tvmedia.ca	MLS Direct Kick 4 HD	TEAMHD04	No	1453	TEAMHD04	1453	MLS Direct Kick 4 HD	MLS						country_unique		HD				#REF!
10273	US	N	specialty	specialty	14498.stations.xmltv.tvmedia.ca	MLS Direct Kick 5	TEAM05	No	1494	TEAM05	1494	MLS Direct Kick 5	MLS						country_unique						#REF!
10273	US	N	specialty	specialty	14499.stations.xmltv.tvmedia.ca	MLS Direct Kick 5 HD	TEAMHD05	No	1454	TEAMHD05	1454	MLS Direct Kick 5 HD	MLS						country_unique		HD				#REF!
10273	US	N	specialty	specialty	14500.stations.xmltv.tvmedia.ca	MLS Direct Kick 6	TEAM06	No	1495	TEAM06	1495	MLS Direct Kick 6	MLS						country_unique						#REF!
10273	US	N	specialty	specialty	14502.stations.xmltv.tvmedia.ca	MLS Direct Kick 7	TEAM07	No	1496	TEAM07	1496	MLS Direct Kick 7	MLS						country_unique						#REF!
10273	US	N	specialty	specialty	14504.stations.xmltv.tvmedia.ca	MLS Direct Kick 8	TEAM08	No	1497	TEAM08	1497	MLS Direct Kick 8	MLS						country_unique						#REF!
10273	US	N	specialty	specialty	14506.stations.xmltv.tvmedia.ca	MLS Direct Kick 9	TEAM09	No	1498	TEAM09	1498	MLS Direct Kick 9	MLS						country_unique						#REF!
10272	US	N	local	local	1811.stations.xmltv.tvmedia.ca	"MNT (KCOP) Los Angeles, CA"	KCOP-TV	Yes	46035	46035		MNT	MNT	Los Angeles	Los Angeles	CA	CA		multi_country						"MNT Los Angeles, CA (US)"
10270	CA	N	local	local	324.stations.xmltv.tvmedia.ca	"MNT (WNYO) Buffalo, NY"	WNYO-TV	Yes	167	WNYO-TV	167	MNT	MNT	Buffalo	Buffalo	NY	NY		multi_country						"MNT Buffalo, NY (CA)"
10273	US	N	local	local	1612.stations.xmltv.tvmedia.ca	"MNT (WWOR) New York, NY"	WWOR-TV	Yes	9	WWOR-TV	9	MNT	MNT	New York	New York	NY	NY		multi_country						"MNT New York, NY (US)"
10269	CA	N	specialty	local	11336.stations.xmltv.tvmedia.ca	"MNT (WWOR) New York, NY HD"	WWOR-HD	Yes	275	WWOR-HD	275	MNT	MNT		New York		NY		multi_country		HD				"MNT New York, NY (CA) (HD)"
10273	US	N	specialty	local	11336.stations.xmltv.tvmedia.ca	"MNT (WWOR) New York, NY HD"	WWOR-HD	Yes	509	WWOR-HD	509	MNT	MNT		New York		NY		multi_country		HD				"MNT New York, NY (US) (HD)"
10273	US	Y	specialty	specialty	7097.stations.xmltv.tvmedia.ca	MoreMax - Eastern HD	MAX2HD	No	922	MAX2HD	922	MoreMax - Eastern HD	MoreMax						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	7097.stations.xmltv.tvmedia.ca	MoreMax - Eastern HD	MAX2HD	No	1822	MAX2HD	1822	MoreMax - Eastern HD	MoreMax						country_unique		HD				#REF!
10273	US	Y	specialty	specialty	2581.stations.xmltv.tvmedia.ca	MoreMax - Pacific	MAX2	No	423	MAX2	423	MoreMax - Pacific	MoreMax						country_unique						#REF!
10273	US	Y	specialty	specialty	8472.stations.xmltv.tvmedia.ca	MoreMax - Pacific HD	MAX2HD	No	923	MAX2HD	923	MoreMax - Pacific HD	MoreMax						country_unique		HD				#REF!
10273	US	N	specialty	specialty	12597.stations.xmltv.tvmedia.ca	Motor Trend HD	MOTOR-HD	No	631	MOTOR-HD	631	Motor Trend HD	Motor						country_unique		HD				#REF!
10272	US	N	local	local	11234.stations.xmltv.tvmedia.ca	"Movies! (KCOP-TV3) Los Angeles, CA"	KCOP-TV3	Yes	46094	46094		Movies!	Movies!	Los Angeles	Los Angeles	CA	CA		country_unique						"Movies! Los Angeles, CA (US)"
10271	US	Y	local	local	32800.stations.xmltv.tvmedia.ca	"Movies! (WFLD2) Chicago, IL"	WFLD2	Yes	363	WFLD2	363	Movies!	Movies!	Chicago	Chicago	IL	IL		country_unique						"Movies! Chicago, IL (US)"
10269	CA	N	specialty	specialty	9631.stations.xmltv.tvmedia.ca	T+E Totally Entertaining HD	T+E-HD	No	717		717	T+E Totally Entertaining HD	T+E						country_unique		HD				#REF!
10273	US	Y	local	local	11048.stations.xmltv.tvmedia.ca	"Movies! (WNYW2) New York, NY"	WNYW2	Yes	493	WNYW2	493	Movies!	Movies!	New York	New York	NY	NY		country_unique						"Movies! New York, NY (US)"
10273	US	N	specialty	specialty	32002.stations.xmltv.tvmedia.ca	BET Her HD	BETHer-HD	No	720		720	BET Her HD	BET						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	464.stations.xmltv.tvmedia.ca	MovieTime	MOVTI	No	333	MOVTI	333	MovieTime	MovieTime						country_unique						#REF!
10269	CA	Y	specialty	specialty	464.stations.xmltv.tvmedia.ca	MovieTime	MOVTI	No	445	MOVTI	445	MovieTime	MovieTime						country_unique						#REF!
10270	CA	Y	specialty	specialty	7807.stations.xmltv.tvmedia.ca	MovieTime HD	MTIME	No	562	MTIME	562	MovieTime HD	MovieTime						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	1850.stations.xmltv.tvmedia.ca	MS NOW	MSNOW	No	185	MSNOW	185	MS NOW	MS						country_unique						#REF!
10269	CA	Y	specialty	specialty	1850.stations.xmltv.tvmedia.ca	MS NOW	MSNOW	No	804	MSNOW	804	MS NOW	MS						country_unique						#REF!
10273	US	Y	specialty	specialty	6995.stations.xmltv.tvmedia.ca	MS NOW HD	MSNOW-HD	No	603	MSNOW-HD	603	MS NOW HD	MS						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	6995.stations.xmltv.tvmedia.ca	MS NOW HD	MSNOW-HD	No	20900	20900		MS NOW HD	MS						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	655.stations.xmltv.tvmedia.ca	MS NOW USA	MSNOW	No	59	MSNOW	59	MS NOW USA	MS						country_unique						#REF!
10273	US	Y	specialty	specialty	655.stations.xmltv.tvmedia.ca	MS NOW USA	MSNOW	No	1545	MSNOW	1545	MS NOW USA	MS						country_unique						#REF!
10273	US	N	specialty	specialty	1649.stations.xmltv.tvmedia.ca	MSG (Madison Square Gardens)	MSG	No	1528	MSG	1528	MSG	MSG						country_unique						#REF!
10273	US	N	specialty	specialty	4695.stations.xmltv.tvmedia.ca	MSG (Madison Square Gardens) HD	MSG-HD	No	578	MSG-HD	578	MSG	MSG						country_unique		HD				#REF!
10273	US	N	specialty	specialty	31490.stations.xmltv.tvmedia.ca	MSG 2	MSG2	No	79	MSG2	79	MSG 2	MSG						country_unique						#REF!
10273	US	N	specialty	specialty	6214.stations.xmltv.tvmedia.ca	Hallmark Mystery Eastern - HD	HMYS-HD	No	739	HMYS-HD	739	Hallmark Mystery Eastern - HD	Hallmark						country_unique		HD				#REF!
10273	US	N	specialty	specialty	1052.stations.xmltv.tvmedia.ca	Hallmark - Eastern Feed	HALL	No	740	HALL	740	Hallmark - Eastern Feed	Hallmark						country_unique						#REF!
10273	US	N	specialty	specialty	31491.stations.xmltv.tvmedia.ca	MSG 2 HD	MSG2HD	No	579	MSG2HD	579	MSG 2 HD	MSG						country_unique		HD				#REF!
10273	US	N	specialty	specialty	1088.stations.xmltv.tvmedia.ca	MSG Plus	MSG+	No	1529		1529	MSG Plus	MSG						country_unique						#REF!
10273	US	N	specialty	specialty	12616.stations.xmltv.tvmedia.ca	MSG Plus - Syracuse	MSG+Z1	No	81		81	MSG Plus - Syracuse	MSG						country_unique						#REF!
10273	US	N	specialty	specialty	4792.stations.xmltv.tvmedia.ca	MSG Plus HD	MSG+HD	No	580		580	MSG Plus HD	MSG						country_unique		HD				#REF!
10273	US	N	specialty	specialty	6342.stations.xmltv.tvmedia.ca	Nickelodeon USA - East Feed HD	NICKHD	No	752	NICKHD	752	Nickelodeon USA - East Feed HD	Nickelodeon						country_unique		HD				#REF!
10273	US	N	specialty	specialty	11445.stations.xmltv.tvmedia.ca	Nicktoons HD - East	NICKHD	No	754	NICKHD	754	Nicktoons HD - East	Nicktoons						country_unique		HD				#REF!
10273	US	N	specialty	specialty	20031.stations.xmltv.tvmedia.ca	TeenNick - Eastern HD	TNICK	No	755	TNICK	755	TeenNick - Eastern HD	TeenNick						country_unique		HD				#REF!
10273	US	N	specialty	specialty	11444.stations.xmltv.tvmedia.ca	Nick Jr. HD	NICKJHD	No	756	NICKJHD	756	Nick Jr. HD	Nick						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	1515.stations.xmltv.tvmedia.ca	MTV 2 - East	MTV2	No	135	MTV2	135	MTV 2 - East	MTV						country_unique						#REF!
10273	US	Y	specialty	specialty	1515.stations.xmltv.tvmedia.ca	MTV 2 - East	MTV2	No	1661	MTV2	1661	MTV 2 - East	MTV						country_unique						#REF!
10273	US	N	specialty	specialty	6205.stations.xmltv.tvmedia.ca	BET HD - Eastern Feed	BET-HD	No	770	BET-HD	770	BET HD - Eastern Feed	BET						country_unique		HD				#REF!
10269	CA	Y	specialty	specialty	478.stations.xmltv.tvmedia.ca	MTV 2 Canada	MTV2	No	562	MTV2	562	MTV 2 Canada	MTV						country_unique						#REF!
10270	CA	Y	specialty	specialty	478.stations.xmltv.tvmedia.ca	MTV 2 Canada	MTV2	No	706	MTV2	706	MTV 2 Canada	MTV						country_unique						#REF!
10273	US	Y	specialty	specialty	10276.stations.xmltv.tvmedia.ca	MTV 2 East HD	MTV2-HD	No	711	MTV2-HD	711	MTV 2 East HD	MTV						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	10276.stations.xmltv.tvmedia.ca	MTV 2 East HD	MTV2-HD	No	1639	MTV2-HD	1639	MTV 2 East HD	MTV						country_unique		HD				#REF!
10270	CA	N	specialty	specialty	13625.stations.xmltv.tvmedia.ca	Univision Canada	UNI	No	780	UNI	780	Univision Canada	Univision						country_unique						#REF!
10270	CA	Y	specialty	specialty	414.stations.xmltv.tvmedia.ca	MTV Canada	MTV	No	274	MTV	274	MTV Canada	MTV						country_unique						#REF!
10273	US	N	specialty	specialty	11446.stations.xmltv.tvmedia.ca	INSP HD	INSPHD	No	786	INSPHD	786	INSP HD	INSP						country_unique		HD				#REF!
10273	US	Y	specialty	specialty	2093.stations.xmltv.tvmedia.ca	MTV Classic - East	MTV-C	No	218	MTV-C	218	MTV Classic - East	MTV						country_unique						#REF!
10273	US	N	specialty	specialty	13634.stations.xmltv.tvmedia.ca	Daystar  - Network HD	DSTAR	No	793	DSTAR	793	Daystar  - Network HD	Daystar						country_unique		HD				#REF!
10273	US	N	specialty	specialty	16425.stations.xmltv.tvmedia.ca	SonLife Network HD	SBN-HD	No	797	SBN-HD	797	SonLife Network HD	SonLife						country_unique		HD				#REF!
10273	US	N	specialty	specialty	7298.stations.xmltv.tvmedia.ca	Jewish Life Television HD	JLT	No	798	JLT	798	Jewish Life Television HD	Jewish						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	2093.stations.xmltv.tvmedia.ca	MTV Classic - East	MTV-C	No	1614	MTV-C	1614	MTV Classic - East	MTV						country_unique						#REF!
10273	US	Y	specialty	specialty	6080.stations.xmltv.tvmedia.ca	MTV Live	MTVL	No	715	MTVL	715	MTV Live	MTV						country_unique						#REF!
10271	US	Y	specialty	specialty	6080.stations.xmltv.tvmedia.ca	MTV Live	MTVL	No	1612	MTVL	1612	MTV Live	MTV						country_unique						#REF!
10271	US	Y	specialty	specialty	3808.stations.xmltv.tvmedia.ca	MTV Tr3s - East	TR3S	No	141	TR3S	141	MTV Tr3s - East	MTV						country_unique						#REF!
10273	US	Y	specialty	specialty	3808.stations.xmltv.tvmedia.ca	MTV Tr3s - East	TR3S	No	1660	TR3S	1660	MTV Tr3s - East	MTV						country_unique						#REF!
10273	US	Y	specialty	specialty	2701.stations.xmltv.tvmedia.ca	MTV U	MTVU	No	212	MTVU	212	MTV U	MTV						country_unique						#REF!
10271	US	Y	specialty	specialty	656.stations.xmltv.tvmedia.ca	MTV USA - Eastern Feed	MTV	No	76	MTV	76	MTV USA - Eastern Feed	MTV						country_unique						#REF!
10273	US	N	specialty	specialty	6981.stations.xmltv.tvmedia.ca	RACER Network USA HD	RACERHD	No	810	RACERHD	810	RACER Network USA HD	RACER						country_unique		HD				#REF!
10273	US	Y	specialty	specialty	656.stations.xmltv.tvmedia.ca	MTV USA - Eastern Feed	MTV	No	210	MTV	210	MTV USA - Eastern Feed	MTV						country_unique						#REF!
10273	US	N	specialty	specialty	14118.stations.xmltv.tvmedia.ca	The Nest	NEST	No	820	NEST	820	The Nest	The						country_unique						#REF!
10273	US	Y	specialty	specialty	4525.stations.xmltv.tvmedia.ca	MTV USA HD - Eastern	MTVHD	No	710	MTVHD	710	MTV USA HD - Eastern	MTV						country_unique		HD				#REF!
10273	US	N	specialty	specialty	9982.stations.xmltv.tvmedia.ca	ESPN College Extra 1	ESPNCSE1	No	821	ESPNCSE1	821	ESPN College Extra 1	ESPN						country_unique						#REF!
10271	US	Y	specialty	specialty	4525.stations.xmltv.tvmedia.ca	MTV USA HD - Eastern	MTVHD	No	31700	MTVHD		MTV USA HD - Eastern	MTV						country_unique		HD				#REF!
10273	US	N	specialty	specialty	15352.stations.xmltv.tvmedia.ca	ESPN College Extra 7	ESPNCSE7	No	827	ESPNCSE7	827	ESPN College Extra 7	ESPN						country_unique						#REF!
10273	US	N	specialty	specialty	15445.stations.xmltv.tvmedia.ca	ESPN College Extra 8	ESPNCSE8	No	828	ESPNCSE8	828	ESPN College Extra 8	ESPN						country_unique						#REF!
10270	CA	Y	specialty	specialty	73.stations.xmltv.tvmedia.ca	Much Music	MM	No	701	MM	701	Much Music	Much						country_unique						#REF!
10269	CA	Y	specialty	specialty	9396.stations.xmltv.tvmedia.ca	Much Music HD	MM	No	557	MM	557	Much Music HD	Much						country_unique		HD				#REF!
10273	US	N	specialty	specialty	10321.stations.xmltv.tvmedia.ca	MLB Network Strike Zone HD	MLBSZ	No	834	MLBSZ	834	MLB Network Strike Zone HD	MLB						country_unique		HD				#REF!
10273	US	N	specialty	specialty	7536.stations.xmltv.tvmedia.ca	NFL RedZone HD	NFLN	No	835	NFLN	835	NFL RedZone HD	NFL						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	9396.stations.xmltv.tvmedia.ca	Much Music HD	MM	No	592	MM	592	Much Music HD	Much						country_unique		HD				#REF!
10273	US	N	specialty	specialty	8896.stations.xmltv.tvmedia.ca	Multimedios	MULT	No	1511	MULT	1511	Multimedios	Multimedios						country_unique						#REF!
10273	US	N	specialty	specialty	7090.stations.xmltv.tvmedia.ca	Starz In Black HD - Eastern	BSTZ-HD	No	844	BSTZ-HD	844	Starz In Black HD - Eastern	Starz						country_unique		HD				#REF!
10273	US	N	specialty	local	3132.stations.xmltv.tvmedia.ca	"Multimedios (XHNAT) Nuevo Laredo, Mexico"	XHNAT	No	1516	XHNAT	1516	Multimedios	Multimedios		Nuevo Laredo		ME		country_unique						"Multimedios Nuevo Laredo, ME (US)"
10273	US	N	specialty	specialty	20039.stations.xmltv.tvmedia.ca	MyDestination.TV HD	DEST	No	674	DEST	674	MyDestination.TV HD	MyDestination.TV						country_unique		HD				#REF!
10270	CA	N	specialty	specialty	1963.stations.xmltv.tvmedia.ca	NASA Public Educational Channel	NASA1	No	254	NASA1	254	NASA Public Educational Channel	NASA						country_unique						#REF!
10270	CA	N	specialty	specialty	8435.stations.xmltv.tvmedia.ca	NASA Public Educational Channel HD	NASA1-HD	No	579	NASA1-HD	579	NASA Public Educational Channel HD	NASA						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	475.stations.xmltv.tvmedia.ca	National Geographic Canada	NGEO	No	250	NGEO	250	National Geographic Canada	National						country_unique						#REF!
10270	CA	Y	specialty	specialty	4162.stations.xmltv.tvmedia.ca	National Geographic Canada HD	NGEOHD	No	535	NGEOHD	535	National Geographic Canada HD	National						country_unique		HD				#REF!
10269	CA	Y	specialty	specialty	4162.stations.xmltv.tvmedia.ca	National Geographic Canada HD	NGEOHD	No	700	NGEOHD	700	National Geographic Canada HD	National						country_unique		HD				#REF!
10273	US	Y	specialty	specialty	9577.stations.xmltv.tvmedia.ca	National Geographic Mundo	NGM	No	1564	NGM	1564	National Geographic Mundo	National						country_unique						#REF!
10273	US	Y	specialty	specialty	657.stations.xmltv.tvmedia.ca	National Geographic US - Eastern	NGEO	No	121	NGEO	121	National Geographic US - Eastern	National						country_unique						#REF!
10271	US	Y	specialty	specialty	657.stations.xmltv.tvmedia.ca	National Geographic US - Eastern	NGEO	No	273	NGEO	273	National Geographic US - Eastern	National						country_unique						#REF!
10273	US	N	specialty	specialty	10814.stations.xmltv.tvmedia.ca	Starz Encore Black HD - Eastern	STZEBH	No	858	STZEBH	858	Starz Encore Black HD - Eastern	Starz						country_unique		HD				#REF!
10273	US	Y	specialty	specialty	4436.stations.xmltv.tvmedia.ca	National Geographic US HD - Eastern	NGHD	No	621	NGHD	621	National Geographic US HD - Eastern	National						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	4436.stations.xmltv.tvmedia.ca	National Geographic US HD - Eastern	NGHD	No	30600	NGHD		National Geographic US HD - Eastern	National						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	7537.stations.xmltv.tvmedia.ca	National Geographic Wild	NGW	No	108	NGW	108	National Geographic Wild	National						country_unique						#REF!
10273	US	Y	specialty	specialty	7537.stations.xmltv.tvmedia.ca	National Geographic Wild	NGW	No	132	NGW	132	National Geographic Wild	National						country_unique						#REF!
10270	CA	Y	specialty	specialty	11011.stations.xmltv.tvmedia.ca	National Geographic Wild Canada	NGWILD	No	289	NGWILD	289	National Geographic Wild Canada	National						country_unique						#REF!
10273	US	N	specialty	specialty	7110.stations.xmltv.tvmedia.ca	SHOXBET HD - Eastern	SHOBET-HD	No	867	SHOBET-HD	867	SHOXBET HD - Eastern	SHOXBET						country_unique		HD				#REF!
10273	US	N	specialty	specialty	7568.stations.xmltv.tvmedia.ca	SHOXBET HD - Pacific	SHOBET-HD	No	868	SHOBET-HD	868	SHOXBET HD - Pacific	SHOXBET						country_unique		HD				#REF!
10269	CA	Y	specialty	specialty	11012.stations.xmltv.tvmedia.ca	National Geographic Wild Canada HD	NGWILD	No	723	NGWILD	723	National Geographic Wild Canada HD	National						country_unique		HD				#REF!
10273	US	Y	specialty	specialty	9579.stations.xmltv.tvmedia.ca	National Geographic Wild HD	NGWHD	No	632	NGWHD	632	National Geographic Wild HD	National						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	9579.stations.xmltv.tvmedia.ca	National Geographic Wild HD	NGWHD	No	30700	NGWHD		National Geographic Wild HD	National						country_unique		HD				#REF!
10270	CA	Y	local	local	182.stations.xmltv.tvmedia.ca	"NBC (KING) Seattle, WA"	KING-TV	Yes	151	KING-TV	151	NBC	NBC	Seattle	Seattle	WA	WA		multi_country						"NBC Seattle, WA (CA)"
10269	CA	Y	specialty	local	2831.stations.xmltv.tvmedia.ca	"NBC (KING) Seattle, WA HD"	KING-HD	Yes	135	KING-HD	135	NBC	NBC		Seattle		WA		multi_country		HD				"NBC Seattle, WA (CA) (HD)"
10270	CA	Y	specialty	local	2831.stations.xmltv.tvmedia.ca	"NBC (KING) Seattle, WA HD"	KING-HD	Yes	529	KING-HD	529	NBC	NBC		Seattle		WA		multi_country		HD				"NBC Seattle, WA (CA) (HD)"
10272	US	Y	local	local	2588.stations.xmltv.tvmedia.ca	"NBC (KNBC) Los Angeles, CA"	KNBC	Yes	46026	KNBC		NBC	NBC	Los Angeles	Los Angeles	CA	CA		multi_country						"NBC Los Angeles, CA (US)"
10269	CA	Y	local	local	30951.stations.xmltv.tvmedia.ca	"NBC (WBTS-CD) Nashua, NH"	WBTS-CD	Yes	260	WBTS-CD	260	NBC	NBC	Nashua	Nashua	NH	NH		multi_country						"NBC Nashua, NH (CA)"
10270	CA	Y	local	local	91.stations.xmltv.tvmedia.ca	"NBC (WGRZ) Buffalo, NY"	WGRZ	Yes	149	WGRZ	149	NBC	NBC	Buffalo	Buffalo	NY	NY		multi_country						"NBC Buffalo, NY (CA)"
10270	CA	Y	specialty	local	3582.stations.xmltv.tvmedia.ca	"NBC (WGRZ) Buffalo, NY HD"	WGRZ-HD	Yes	524	WGRZ-HD	524	NBC	NBC		Buffalo		NY		multi_country		HD				"NBC Buffalo, NY (CA) (HD)"
10271	US	Y	local	local	1831.stations.xmltv.tvmedia.ca	"NBC (WMAQ) Chicago, IL"	WMAQ-TV	Yes	5	WMAQ-TV	5	NBC	NBC	Chicago	Chicago	IL	IL		multi_country						"NBC Chicago, IL (US)"
10271	US	Y	specialty	local	6492.stations.xmltv.tvmedia.ca	"NBC (WMAQ) Chicago, IL HD"	WMAQ-HD	Yes	1005	WMAQ-HD	1005	NBC	NBC		Chicago		IL		multi_country		HD				"NBC Chicago, IL (US) (HD)"
10273	US	Y	local	local	1767.stations.xmltv.tvmedia.ca	"NBC (WNBC) New York, NY"	WNBC	Yes	4	WNBC	4	NBC	NBC	New York	New York	NY	NY		multi_country						"NBC New York, NY (US)"
10273	US	Y	specialty	local	4559.stations.xmltv.tvmedia.ca	"NBC (WNBC) New York, NY HD"	WNBC-HD	Yes	504	WNBC-HD	504	NBC	NBC		New York		NY		multi_country		HD				"NBC New York, NY (US) (HD)"
