lineup_id	country	in_scope	channel_type	type_lookup	channel_id	dn_1	dn_2	standard_cable_network_station	dn_3	call_sign	channel_number	network_base	network_lookup	city	city_lookup	region	region_lookup	brand_scope	scope_lookup	resolution	resolution_lookup	feed_lookup	manual_override_needed	Manual_Display_namne	final_display_name
10270	CA	Y	specialty	specialty	455.stations.xmltv.tvmedia.ca	Cottage Life	COTTAGE	No	277	COTTAGE	277	Cottage Life	Cottage						country_unique						#REF!
10269	CA	Y	specialty	specialty	6791.stations.xmltv.tvmedia.ca	Cottage Life HD	COTTAGEHD	No	355		355	Cottage Life HD	Cottage						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	6791.stations.xmltv.tvmedia.ca	Cottage Life HD	COTTAGEHD	No	548		548	Cottage Life HD	Cottage						country_unique		HD				#REF!
10272	US	N	local	local	13458.stations.xmltv.tvmedia.ca	"Court TV (KHIZ) Victorville, CA"	KHIZ-LD	Yes	39-1	39-1		Court	Court TV	TV (KHIZ) Victorville	Victorville	CA	CA		country_unique						"Court TV Victorville, CA (US)"
10272	US	N	local	local	11175.stations.xmltv.tvmedia.ca	"Court TV (KPXN-TV2) Los Angeles, CA"	KPXN-TV2	Yes	30-2	30-2		Court	Court TV	TV (KPXN-TV2) Los Angeles	Los Angeles	CA	CA		country_unique						"Court TV Los Angeles, CA (US)"
10271	US	N	local	local	14443.stations.xmltv.tvmedia.ca	"Court TV (WGN-TV3) Chicago, IL"	WGN-TV3	Yes	354	WGN-TV3	354	Court	Court TV	TV (WGN-TV3) Chicago	Chicago	IL	IL		country_unique						"Court TV Chicago, IL (US)"
10273	US	N	local	local	9723.stations.xmltv.tvmedia.ca	"Court TV (WPIX3) New York, NY"	WPIX3	Yes	490	WPIX3	490	Court	Court TV	TV (WPIX3) New York	New York	NY	NY		country_unique						"Court TV New York, NY (US)"
10273	US	N	local	local	10920.stations.xmltv.tvmedia.ca	"Cozi TV (KNBC2) Los Angeles, CA"	KNBC2	Yes	460	KNBC2	460	Cozi	Cozi TV	TV (KNBC2) Los Angeles	Los Angeles	CA	CA		country_unique						"Cozi TV Los Angeles, CA (US)"
10272	US	N	local	local	10920.stations.xmltv.tvmedia.ca	"Cozi TV (KNBC2) Los Angeles, CA"	KNBC2	Yes	46057	KNBC2		Cozi	Cozi TV	TV (KNBC2) Los Angeles	Los Angeles	CA	CA		country_unique						"Cozi TV Los Angeles, CA (US)"
10270	CA	Y	specialty	specialty	321.stations.xmltv.tvmedia.ca	CP24 (CablePulse 24)	CP24	Yes	192	CP24	192	CP24	CP24						country_unique						#REF!
10270	CA	Y	specialty	specialty	10809.stations.xmltv.tvmedia.ca	CP24 (CablePulse 24) HD	CP24-HD	Yes	476	CP24-HD	476	CP24	CP24						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	72.stations.xmltv.tvmedia.ca	Crave1 - East	CRVM1	No	301	CRVM1	301	Crave1 - East	Crave1						country_unique						#REF!
10269	CA	Y	specialty	specialty	2820.stations.xmltv.tvmedia.ca	Crave1 - East HD	CRVM1HD	No	409	CRVM1HD	409	Crave1 - East HD	Crave1						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	2820.stations.xmltv.tvmedia.ca	Crave1 - East HD	CRVM1HD	No	550	CRVM1HD	550	Crave1 - East HD	Crave1						country_unique		HD				#REF!
10269	CA	Y	specialty	specialty	4806.stations.xmltv.tvmedia.ca	Crave1 - West HD	CRVM1W-HD	No	406	CRVM1W-HD	406	Crave1 - West HD	Crave1						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	86.stations.xmltv.tvmedia.ca	Crave2 - East	CRVM2	No	305	CRVM2	305	Crave2 - East	Crave2						country_unique						#REF!
10270	CA	Y	specialty	specialty	7139.stations.xmltv.tvmedia.ca	Crave2 - East HD	CRVM2-HD	No	555	CRVM2-HD	555	Crave2 - East HD	Crave2						country_unique		HD				#REF!
10269	CA	Y	specialty	specialty	8475.stations.xmltv.tvmedia.ca	Crave2 - West HD	CRVM2W-HD	No	407	CRVM2W-HD	407	Crave2 - West HD	Crave2						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	85.stations.xmltv.tvmedia.ca	Crave3 - East	CRVM3	No	304	CRVM3	304	Crave3 - East	Crave3						country_unique						#REF!
10270	CA	Y	specialty	specialty	7137.stations.xmltv.tvmedia.ca	Crave3 - East HD	CRVM3-HD	No	554	CRVM3-HD	554	Crave3 - East HD	Crave3						country_unique		HD				#REF!
10273	US	N	specialty	specialty	1082.stations.xmltv.tvmedia.ca	INSP	286	No		INSP	286	INSP	INSP						country_unique						#REF!
10269	CA	Y	specialty	specialty	10287.stations.xmltv.tvmedia.ca	Crave3 - West HD	CRVM3W-HD	No	408	CRVM3W-HD	408	Crave3 - West HD	Crave3						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	320.stations.xmltv.tvmedia.ca	Crave4	CRVM4	No	306	CRVM4	306	Crave4	Crave4						country_unique						#REF!
10270	CA	N	specialty	specialty	329.stations.xmltv.tvmedia.ca	Game Show Network - East	GSN	No	287	GSN	287	Game Show Network - East	Game						multi_country						#REF!
10270	CA	Y	specialty	specialty	10781.stations.xmltv.tvmedia.ca	Crave4 HD	CRVM4HD	No	556	CRVM4HD	556	Crave4 HD	Crave4						country_unique		HD				#REF!
10273	US	Y	specialty	specialty	5272.stations.xmltv.tvmedia.ca	Crime & Investigation Network USA	CIN	No	182	CIN	182	Crime & Investigation Network USA	Crime						country_unique						#REF!
10271	US	Y	specialty	specialty	5272.stations.xmltv.tvmedia.ca	Crime & Investigation Network USA	CIN	No	490	CIN	490	Crime & Investigation Network USA	Crime						country_unique						#REF!
10273	US	Y	specialty	specialty	6216.stations.xmltv.tvmedia.ca	Crime & Investigation Network USA HD	CIN	No	679	CIN	679	Crime & Investigation Network USA HD	Crime						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	6216.stations.xmltv.tvmedia.ca	Crime & Investigation Network USA HD	CIN	No	28925	CIN		Crime & Investigation Network USA HD	Crime						country_unique		HD				#REF!
10273	US	N	specialty	specialty	19066.stations.xmltv.tvmedia.ca	Three Angels Broadcasting Network	3ABN	No	291	3ABN	291	Three Angels Broadcasting Network	Three						country_unique						#REF!
10270	CA	Y	specialty	specialty	451.stations.xmltv.tvmedia.ca	Crime + Investigation Canada	CI	No	276	CI	276	Crime + Investigation Canada	Crime						country_unique						#REF!
10273	US	N	specialty	specialty	13473.stations.xmltv.tvmedia.ca	The Word Network	WORD	No	292	WORD	292	The Word Network	The						country_unique						#REF!
10269	CA	Y	specialty	specialty	13784.stations.xmltv.tvmedia.ca	Crime + Investigation Canada HD	CI-HD	No	380	CI-HD	380	Crime + Investigation Canada HD	Crime						country_unique		HD				#REF!
10273	US	N	specialty	specialty	6828.stations.xmltv.tvmedia.ca	Daystar  - Network	DSTAR	No	293	DSTAR	293	Daystar  - Network	Daystar						country_unique						#REF!
10270	CA	Y	local	local	258.stations.xmltv.tvmedia.ca	"CTV (CFCN) Calgary, AB"	CFCN	Yes	111	CFCN	111	CTV	CTV	Calgary	Calgary	AB	AB		country_unique						"CTV Calgary, AB (CA)"
10269	CA	Y	specialty	local	6454.stations.xmltv.tvmedia.ca	"CTV (CFCN) Calgary, AB HD"	CTVHC-HD	Yes	213	CTVHC-HD	213	CTV	CTV		Calgary		AB		country_unique		HD				"CTV Calgary, AB (CA) (HD)"
10270	CA	Y	local	local	39.stations.xmltv.tvmedia.ca	"CTV (CFTO) Toronto, ON"	CFTO	Yes	108	CFTO	108	CTV	CTV	Toronto	Toronto	ON	ON		country_unique						"CTV Toronto, ON (CA)"
10269	CA	Y	specialty	local	2814.stations.xmltv.tvmedia.ca	"CTV (CFTO) Toronto, ON HD"	CFTO-HD	Yes	211	CFTO-HD	211	CTV	CTV		Toronto		ON		country_unique		HD				"CTV Toronto, ON (CA) (HD)"
10270	CA	Y	specialty	local	2814.stations.xmltv.tvmedia.ca	"CTV (CFTO) Toronto, ON HD"	CFTO-HD	Yes	518	CFTO-HD	518	CTV	CTV		Toronto		ON		country_unique		HD				"CTV Toronto, ON (CA) (HD)"
10273	US	N	specialty	specialty	9388.stations.xmltv.tvmedia.ca	SonLife Network	SBN	No	297	SBN	297	SonLife Network	SonLife						country_unique						#REF!
10270	CA	N	specialty	specialty	3988.stations.xmltv.tvmedia.ca	Too Much! On Demand	TMOD	No	298	TMOD	298	Too Much! On Demand	Too						country_unique						#REF!
10270	CA	Y	specialty	specialty	3316.stations.xmltv.tvmedia.ca	CTV (CJCH) Halifax	CJCH	Yes	114	CJCH	114	CTV	CTV						country_unique						#REF!
10269	CA	Y	specialty	specialty	6812.stations.xmltv.tvmedia.ca	CTV (CJCH) Halifax HD	CJCH-HD	Yes	210	CJCH-HD	210	CTV	CTV						country_unique		HD				#REF!
10273	US	N	specialty	specialty	3352.stations.xmltv.tvmedia.ca	Stadium College Sports - Atlantic	SCS-A	No	300	SCS-A	300	Stadium College Sports - Atlantic	Stadium						country_unique						#REF!
10270	CA	Y	local	local	69.stations.xmltv.tvmedia.ca	"CTV (CKCO) Kitchener, ON"	CKCO	Yes	109	CKCO	109	CTV	CTV	Kitchener	Kitchener	ON	ON		country_unique						"CTV Kitchener, ON (CA)"
10273	US	N	specialty	specialty	3351.stations.xmltv.tvmedia.ca	Stadium College Sports - Central	SCS-C	No	301	SCS-C	301	Stadium College Sports - Central	Stadium						country_unique						#REF!
10270	CA	Y	local	local	143.stations.xmltv.tvmedia.ca	"CTV (CKY) Winnipeg, MB"	CKY	Yes	110	CKY	110	CTV	CTV	Winnipeg	Winnipeg	MB	MB		country_unique						"CTV Winnipeg, MB (CA)"
10269	CA	Y	specialty	local	7950.stations.xmltv.tvmedia.ca	"CTV (CKY) Winnipeg, MB HD"	CKY-HD	Yes	208	CKY-HD	208	CTV	CTV		Winnipeg		MB		country_unique		HD				"CTV Winnipeg, MB (CA) (HD)"
10273	US	N	specialty	specialty	3350.stations.xmltv.tvmedia.ca	Stadium College Sports - Pacific	SCS-P	No	302	SCS-P	302	Stadium College Sports - Pacific	Stadium						country_unique						#REF!
10270	CA	Y	specialty	specialty	159.stations.xmltv.tvmedia.ca	CTV Comedy - East	CTVCom	No	44		44	CTV Comedy - East	CTV						country_unique						#REF!
10270	CA	Y	specialty	specialty	10771.stations.xmltv.tvmedia.ca	CTV Comedy - East HD	CTVCom-HD	No	285		285	CTV Comedy - East HD	CTV						country_unique		HD				#REF!
10269	CA	Y	specialty	specialty	10771.stations.xmltv.tvmedia.ca	CTV Comedy - East HD	CTVCom-HD	No	500		500	CTV Comedy - East HD	CTV						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	1019.stations.xmltv.tvmedia.ca	CTV Comedy - West	CTVComW	No	286		286	CTV Comedy - West	CTV						country_unique						#REF!
10269	CA	Y	specialty	specialty	1019.stations.xmltv.tvmedia.ca	CTV Comedy - West	CTVComW	No	9500		9500	CTV Comedy - West	CTV						country_unique						#REF!
10270	CA	Y	specialty	specialty	59.stations.xmltv.tvmedia.ca	CTV Drama	CTVDR	No	272	CTVDR	272	CTV Drama	CTV						country_unique						#REF!
10269	CA	Y	specialty	specialty	6797.stations.xmltv.tvmedia.ca	CTV Drama HD	CTVDR-HD	No	302	CTVDR-HD	302	CTV Drama HD	CTV						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	6797.stations.xmltv.tvmedia.ca	CTV Drama HD	CTVDR-HD	No	576	CTVDR-HD	576	CTV Drama HD	CTV						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	309.stations.xmltv.tvmedia.ca	CTV Life	CTVLife	No	702		702	CTV Life	CTV						country_unique						#REF!
10270	CA	N	specialty	specialty	2746.stations.xmltv.tvmedia.ca	Crave Movies & HBO on Demand	CRVMD	No	309	CRVMD	309	Crave Movies & HBO on Demand	Crave						country_unique						#REF!
10273	US	N	specialty	specialty	1077.stations.xmltv.tvmedia.ca	ESPN Classics USA	ESPNC	No	310	ESPNC	310	ESPN Classics USA	ESPN						country_unique						#REF!
10269	CA	Y	specialty	specialty	11293.stations.xmltv.tvmedia.ca	CTV Life HD	CTVLife HD	No	315		315	CTV Life HD	CTV						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	11293.stations.xmltv.tvmedia.ca	CTV Life HD	CTVLife HD	No	477		477	CTV Life HD	CTV						country_unique		HD				#REF!
10269	CA	Y	specialty	local	7176.stations.xmltv.tvmedia.ca	"CTV Montreal (CFCF), QC HD"	CTVHM-HD	Yes	209	CTVHM-HD	209	CTV Montreal	CTV Montreal				QC		country_unique		HD				"CTV Montreal , QC (CA) (HD)"
10270	CA	Y	specialty	specialty	1188.stations.xmltv.tvmedia.ca	CTV Nature Canada	NAT	No	247	NAT	247	CTV Nature Canada	CTV						country_unique						#REF!
10269	CA	Y	specialty	specialty	10769.stations.xmltv.tvmedia.ca	CTV Nature Canada HD	NATHD	No	702	NATHD	702	CTV Nature Canada HD	CTV						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	416.stations.xmltv.tvmedia.ca	CTV News Channel	CTVNN	No	188	CTVNN	188	CTV News Channel	CTV						country_unique						#REF!
10269	CA	Y	specialty	specialty	10770.stations.xmltv.tvmedia.ca	CTV News Channel HD	CTVN-HD	No	801	CTVN-HD	801	CTV News Channel HD	CTV						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	153.stations.xmltv.tvmedia.ca	CTV Sci-Fi	CTVSc	No	281		281	CTV Sci-Fi	CTV						country_unique						#REF!
10270	CA	N	specialty	specialty	1148.stations.xmltv.tvmedia.ca	Lifetime TV - Canada	LIFE	No	322	LIFE	322	Lifetime TV - Canada	Lifetime						country_unique						#REF!
10269	CA	Y	specialty	specialty	10042.stations.xmltv.tvmedia.ca	CTV Sci-Fi HD	CTVSc-HD	No	392		392	CTV Sci-Fi HD	CTV						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	10042.stations.xmltv.tvmedia.ca	CTV Sci-Fi HD	CTVSc-HD	No	575		575	CTV Sci-Fi HD	CTV						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	3887.stations.xmltv.tvmedia.ca	CTV Speed HD	CTVSPD-HD	No	534	CTVSPD-HD	534	CTV Speed HD	CTV						country_unique		HD				#REF!
10270	CA	Y	local	national	185.stations.xmltv.tvmedia.ca	"CTV Vancouver, BC"	CIVT	No	112	CIVT	112	CTV	CTV	Vancouver	Vancouver	BC	BC		country_unique						#REF!
10269	CA	Y	specialty	national	3905.stations.xmltv.tvmedia.ca	"CTV Vancouver, BC HD"	CIVTHD	No	101	CIVTHD	101	"CTV Vancouver, BC HD"	CTV		Vancouver		BC		country_unique		HD				#REF!
10270	CA	Y	specialty	national	3905.stations.xmltv.tvmedia.ca	"CTV Vancouver, BC HD"	CIVTHD	No	581	CIVTHD	581	"CTV Vancouver, BC HD"	CTV		Vancouver		BC		country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	472.stations.xmltv.tvmedia.ca	CTV Wild Canada	CTVWLD	No	251	CTVWLD	251	CTV Wild Canada	CTV						country_unique						#REF!
10269	CA	Y	specialty	specialty	10044.stations.xmltv.tvmedia.ca	CTV Wild Canada HD	CTVWLD-HD	No	721	CTVWLD-HD	721	CTV Wild Canada HD	CTV						country_unique		HD				#REF!
10269	CA	Y	specialty	specialty	9699.stations.xmltv.tvmedia.ca	CTV2  - Network HD	CTV2	No	102	CTV2	102	CTV2  - Network HD	CTV2						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	116.stations.xmltv.tvmedia.ca	CTV2 Atlantic Region	CTV2A	No	113	CTV2A	113	CTV2 Atlantic Region	CTV2						country_unique						#REF!
10273	US	N	specialty	specialty	13759.stations.xmltv.tvmedia.ca	SEC Network Alternate	SEC-A	No	332	SEC-A	332	SEC Network Alternate	SEC						country_unique						#REF!
10270	CA	Y	local	national	36.stations.xmltv.tvmedia.ca	"CTV2 Toronto, ON"	CTV2T	No	136	CTV2T	136	CTV2	CTV2	Toronto	Toronto	ON	ON		country_unique						#REF!
10270	CA	Y	specialty	national	7901.stations.xmltv.tvmedia.ca	"CTV2 Toronto, ON HD"	CTV2THD	No	595	CTV2THD	595	"CTV2 Toronto, ON HD"	CTV2		Toronto		ON		country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	454.stations.xmltv.tvmedia.ca	CTV2 Vancouver Island. BC	CTV2V	No	138	CTV2V	138	CTV2 Vancouver Island. BC	CTV2						country_unique						#REF!
10273	US	N	specialty	specialty	6921.stations.xmltv.tvmedia.ca	NFL RedZone	NFLN	No	335	NFLN	335	NFL RedZone	NFL						country_unique						#REF!
10270	CA	Y	local	local	669.stations.xmltv.tvmedia.ca	"CW (WNLO) Buffalo, NY"	WNLO	Yes	166	WNLO	166	CW	CW	Buffalo	Buffalo	NY	NY		country_unique						"CW Buffalo, NY (CA)"
10271	US	Y	specialty	specialty	1834.stations.xmltv.tvmedia.ca	CW26 (WCIU)  Chicago IL	WCIU-TV	Yes	13	WCIU-TV	13	CW26	CW26						country_unique						#REF!
10271	US	Y	specialty	specialty	8582.stations.xmltv.tvmedia.ca	CW26 (WCIU)  Chicago IL HD	WCIU-HD	Yes	1026	WCIU-HD	1026	CW26	CW26						country_unique		HD				#REF!
10270	CA	N	specialty	specialty	5598.stations.xmltv.tvmedia.ca	Super Channel on Demand	SCOD	No	338	SCOD	338	Super Channel on Demand	Super						country_unique						#REF!
10271	US	N	local	local	34150.stations.xmltv.tvmedia.ca	"DABL (WBBM-TV3) Chicago, IL"	WBBM-TV3	Yes	339	WBBM-TV3	339	DABL	DABL	Chicago	Chicago	IL	IL		country_unique						"DABL Chicago, IL (US)"
10273	US	N	specialty	specialty	4419.stations.xmltv.tvmedia.ca	De Pelicula	PELIC	No	1680	PELIC	1680	De Pelicula	De						country_unique						#REF!
10273	US	N	specialty	specialty	4420.stations.xmltv.tvmedia.ca	De Pelicula Clasico	PELIC	No	1681	PELIC	1681	De Pelicula Clasico	De						country_unique						#REF!
10273	US	N	specialty	specialty	14203.stations.xmltv.tvmedia.ca	Deals TV	DEAL	No	173	DEAL	173	Deals TV	Deals						country_unique						#REF!
10270	CA	N	specialty	specialty	14204.stations.xmltv.tvmedia.ca	Deals TV HD	DEAL	No	299	DEAL	299	Deals TV HD	Deals						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	448.stations.xmltv.tvmedia.ca	Deja View	DEJA	No	293	DEJA	293	Deja View	Deja						country_unique						#REF!
10269	CA	Y	specialty	specialty	33446.stations.xmltv.tvmedia.ca	Deja View HD	DEJA	No	506	DEJA	506	Deja View HD	Deja						country_unique		HD				#REF!
10273	US	N	specialty	specialty	1957.stations.xmltv.tvmedia.ca	Starz In Black - Eastern	BSTZ	No	344	BSTZ	344	Starz In Black - Eastern	Starz						country_unique						#REF!
10271	US	Y	specialty	specialty	649.stations.xmltv.tvmedia.ca	Discovery Channel (US) - Eastern Feed	DISC	No	46	DISC	46	Discovery Channel	Discovery Channel						country_unique						#REF!
10273	US	Y	specialty	specialty	649.stations.xmltv.tvmedia.ca	Discovery Channel (US) - Eastern Feed	DISC	No	1562	DISC	1562	Discovery Channel	Discovery Channel						country_unique						#REF!
10273	US	Y	specialty	specialty	2073.stations.xmltv.tvmedia.ca	Discovery en Espanol	DSCE	No	1563	DSCE	1563	Discovery en Espanol	Discovery						country_unique						#REF!
10273	US	Y	specialty	specialty	6551.stations.xmltv.tvmedia.ca	Discovery Familia	DFAM	No	1702	DFAM	1702	Discovery Familia	Discovery						country_unique						#REF!
10273	US	Y	specialty	specialty	14528.stations.xmltv.tvmedia.ca	Discovery Familia HD	DFAM	No	1701	DFAM	1701	Discovery Familia HD	Discovery						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	4225.stations.xmltv.tvmedia.ca	Discovery Family Channel	DFC	No	130	DFC	130	Discovery Family Channel	Discovery						country_unique						#REF!
10273	US	Y	specialty	specialty	4225.stations.xmltv.tvmedia.ca	Discovery Family Channel	DFC	No	259	DFC	259	Discovery Family Channel	Discovery						country_unique						#REF!
10273	US	Y	specialty	specialty	8518.stations.xmltv.tvmedia.ca	Discovery Family Channel HD	DFC-HD	No	789	DFC-HD	789	Discovery Family Channel HD	Discovery						country_unique		HD				#REF!
10273	US	Y	specialty	specialty	4466.stations.xmltv.tvmedia.ca	Discovery HD (US) - Eastern	DISCHD	No	620	DISCHD	620	Discovery HD	Discovery HD						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	4466.stations.xmltv.tvmedia.ca	Discovery HD (US) - Eastern	DISCHD	No	29100	29100		Discovery HD	Discovery HD						country_unique		HD				#REF!
10273	US	Y	specialty	specialty	1273.stations.xmltv.tvmedia.ca	Discovery Life Channel	DLC	No	161	DLC	161	Discovery Life Channel	Discovery						country_unique						#REF!
10271	US	Y	specialty	specialty	1273.stations.xmltv.tvmedia.ca	Discovery Life Channel	DLC	No	222	DLC	222	Discovery Life Channel	Discovery						country_unique						#REF!
10273	US	Y	specialty	specialty	16423.stations.xmltv.tvmedia.ca	Discovery Life Channel HD	DLCHD	No	624	DLCHD	624	Discovery Life Channel HD	Discovery						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	16423.stations.xmltv.tvmedia.ca	Discovery Life Channel HD	DLCHD	No	31650	DLCHD		Discovery Life Channel HD	Discovery						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	595.stations.xmltv.tvmedia.ca	Disney - Eastern Feed	DISN	No	55	DISN	55	Disney - Eastern Feed	Disney						country_unique						#REF!
10273	US	Y	specialty	specialty	595.stations.xmltv.tvmedia.ca	Disney - Eastern Feed	DISN	No	1729	DISN	1729	Disney - Eastern Feed	Disney						country_unique						#REF!
10270	CA	Y	specialty	specialty	16682.stations.xmltv.tvmedia.ca	Disney Channel Canada - East	DISNC	No	224	DISNC	224	Disney Channel Canada - East	Disney						country_unique						#REF!
10269	CA	Y	specialty	specialty	16683.stations.xmltv.tvmedia.ca	Disney Channel Canada HD - East	DISNC-HD	No	607	DISNC-HD	607	Disney Channel Canada HD - East	Disney						country_unique		HD				#REF!
10269	CA	Y	specialty	specialty	16832.stations.xmltv.tvmedia.ca	Disney Channel Canada HD - West	DISNW-HD	No	606	DISNW-HD	606	Disney Channel Canada HD - West	Disney						country_unique		HD				#REF!
10270	CA	Y	specialty	specialty	16771.stations.xmltv.tvmedia.ca	Disney Channel Canada On Demand	DISNCOD	No	219	DISNCOD	219	Disney Channel Canada On Demand	Disney						country_unique						#REF!
10273	US	N	specialty	specialty	4206.stations.xmltv.tvmedia.ca	Starz Encore Black - Eastern	STZEBK	No	358	STZEBK	358	Starz Encore Black - Eastern	Starz						country_unique						#REF!
10273	US	N	specialty	specialty	4222.stations.xmltv.tvmedia.ca	Starz Encore Black - Pacific	STZEBw	No	359		359	Starz Encore Black - Pacific	Starz						country_unique						#REF!
10273	US	Y	specialty	specialty	6112.stations.xmltv.tvmedia.ca	Disney HD - Eastern	DISN	No	780	DISN	780	Disney HD - Eastern	Disney						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	6112.stations.xmltv.tvmedia.ca	Disney HD - Eastern	DISN	No	25800	DISN		Disney HD - Eastern	Disney						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	1053.stations.xmltv.tvmedia.ca	Disney XD USA - Eastern Feed	DISNXD	No	122	DISNXD	122	Disney XD USA - Eastern Feed	Disney						country_unique						#REF!
10273	US	Y	specialty	specialty	1053.stations.xmltv.tvmedia.ca	Disney XD USA - Eastern Feed	DISNXD	No	1722	DISNXD	1722	Disney XD USA - Eastern Feed	Disney						country_unique						#REF!
10273	US	Y	specialty	specialty	6236.stations.xmltv.tvmedia.ca	Disney XD USA HD - Eastern Feed	DISNXD-HD	No	781	DISNXD-HD	781	Disney XD USA HD - Eastern Feed	Disney						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	6236.stations.xmltv.tvmedia.ca	Disney XD USA HD - Eastern Feed	DISNXD-HD	No	25900	25900		Disney XD USA HD - Eastern Feed	Disney						country_unique		HD				#REF!
10273	US	N	specialty	specialty	2077.stations.xmltv.tvmedia.ca	SHOXBET - Eastern	SHOBET	No	367	SHOBET	367	SHOXBET - Eastern	SHOXBET						country_unique						#REF!
10273	US	N	specialty	specialty	2583.stations.xmltv.tvmedia.ca	SHOXBET - Pacific	SHOBET	No	368	SHOBET	368	SHOXBET - Pacific	SHOXBET						country_unique						#REF!
10270	CA	Y	specialty	specialty	462.stations.xmltv.tvmedia.ca	Documentary Channel (Canada)	DOCU	Yes	325	DOCU	325	Documentary Channel	Documentary Channel						country_unique						#REF!
10270	CA	Y	specialty	specialty	9116.stations.xmltv.tvmedia.ca	Documentary Channel (Canada) HD	DOCU-HD	Yes	591	DOCU-HD	591	Documentary Channel	Documentary Channel						country_unique		HD				#REF!
10269	CA	Y	specialty	specialty	9116.stations.xmltv.tvmedia.ca	Documentary Channel (Canada) HD	DOCU-HD	Yes	731	DOCU-HD	731	Documentary Channel	Documentary Channel						country_unique		HD				#REF!
10270	CA	N	specialty	specialty	11143.stations.xmltv.tvmedia.ca	DTOUR	290	No		DTOUR	290	DTOUR	DTOUR						country_unique						#REF!
10270	CA	N	specialty	specialty	161.stations.xmltv.tvmedia.ca	DTOUR - East	DTOUR	No	54	DTOUR	54	DTOUR - East	DTOUR						country_unique						#REF!
10270	CA	N	specialty	specialty	3969.stations.xmltv.tvmedia.ca	DTOUR HD	DTOUR	No	291	DTOUR	291	DTOUR HD	DTOUR						country_unique		HD				#REF!
10269	CA	N	specialty	specialty	3969.stations.xmltv.tvmedia.ca	DTOUR HD	DTOUR	No	504	DTOUR	504	DTOUR HD	DTOUR						country_unique		HD				#REF!
10273	US	N	specialty	specialty	10208.stations.xmltv.tvmedia.ca	DW Amerika (German)	DWA	No	1787	DWA	1787	DW Amerika	DW Amerika						country_unique						#REF!
10270	CA	Y	specialty	specialty	295.stations.xmltv.tvmedia.ca	E! Canada	E!	No	71		71	E! Canada	E!						country_unique						#REF!
10270	CA	Y	specialty	specialty	8558.stations.xmltv.tvmedia.ca	E! Canada HD	E!-HD	No	278		278	E! Canada HD	E!						country_unique		HD				#REF!
10269	CA	Y	specialty	specialty	8558.stations.xmltv.tvmedia.ca	E! Canada HD	E!-HD	No	333		333	E! Canada HD	E!						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	617.stations.xmltv.tvmedia.ca	E! Entertainment USA - Eastern Feed	E!	No	71		71	E! Entertainment USA - Eastern Feed	E!						country_unique						#REF!
10273	US	Y	specialty	specialty	617.stations.xmltv.tvmedia.ca	E! Entertainment USA - Eastern Feed	E!	No	1640		1640	E! Entertainment USA - Eastern Feed	E!						country_unique						#REF!
10273	US	Y	specialty	specialty	6659.stations.xmltv.tvmedia.ca	E! Entertainment USA HD - East	E!-HD	No	696		696	E! Entertainment USA HD - East	E!						country_unique		HD				#REF!
10271	US	Y	specialty	specialty	6659.stations.xmltv.tvmedia.ca	E! Entertainment USA HD - East	E!-HD	No	30400	30400		E! Entertainment USA HD - East	E!						country_unique		HD				#REF!
10273	US	Y	specialty	specialty	11399.stations.xmltv.tvmedia.ca	El Rey Network	ELREY	No	198	ELREY	198	El Rey Network	El						country_unique						#REF!
10269	CA	N	specialty	specialty	11044.stations.xmltv.tvmedia.ca	Lifetime TV - Canada HD	LIFE	No	386	LIFE	386	Lifetime TV - Canada HD	Lifetime						country_unique		HD				#REF!
10272	US	N	local	local	11222.stations.xmltv.tvmedia.ca	"Empire PBS (KVCR-DT3) San Bernardino, CA"	KVCR-DT3	Yes	46105	46105		Empire	Empire PBS	PBS (KVCR-DT3) San Bernardino	San Bernardino	CA	CA		country_unique						"Empire PBS San Bernardino, CA (US)"
