"category","path","error"
"hash","F:\Users\Lenovo\AppData\Roaming\Kodi\addons\packages\plugin.video.torquelite-10.1.zip","The file 'F:\Users\Lenovo\AppData\Roaming\Kodi\addons\packages\plugin.video.torquelite-10.1.zip' cannot be read: Operation did not complete successfully because the file contains a virus or potentially unwanted software.
"
