"source_root","target_root","mode","full_path","relative_path","target_path","target_exists_now","extension","size_bytes","last_write_time"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\am.m3u","am.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\am.m3u","False",".m3u","592","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\am_ucom.m3u","am_ucom.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\am_ucom.m3u","False",".m3u","21546","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\am_vnet.m3u","am_vnet.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\am_vnet.m3u","False",".m3u","2214","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\ao.m3u","ao.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ao.m3u","False",".m3u","375","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\ar.m3u","ar.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ar.m3u","False",".m3u","34915","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\at.m3u","at.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\at.m3u","False",".m3u","3971","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\at_plutotv.m3u","at_plutotv.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\at_plutotv.m3u","False",".m3u","97123","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\at_samsung.m3u","at_samsung.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\at_samsung.m3u","False",".m3u","1044","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\au.m3u","au.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\au.m3u","False",".m3u","6186","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\au_samsung.m3u","au_samsung.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\au_samsung.m3u","False",".m3u","1837","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\aw.m3u","aw.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\aw.m3u","False",".m3u","1451","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\az.m3u","az.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\az.m3u","False",".m3u","2364","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\az_odtv.m3u","az_odtv.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\az_odtv.m3u","False",".m3u","5373","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\ba.m3u","ba.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ba.m3u","False",".m3u","1894","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\ba_morescreens.m3u","ba_morescreens.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ba_morescreens.m3u","False",".m3u","1337","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\bb.m3u","bb.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bb.m3u","False",".m3u","123","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\bd.m3u","bd.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bd.m3u","False",".m3u","624","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\be.m3u","be.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\be.m3u","False",".m3u","6947","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\be_samsung.m3u","be_samsung.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\be_samsung.m3u","False",".m3u","734","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\bf.m3u","bf.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bf.m3u","False",".m3u","913","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\bg.m3u","bg.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bg.m3u","False",".m3u","3007","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\bh.m3u","bh.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bh.m3u","False",".m3u","779","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\bi.m3u","bi.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bi.m3u","False",".m3u","118","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\bj.m3u","bj.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bj.m3u","False",".m3u","1751","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\bn.m3u","bn.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bn.m3u","False",".m3u","355","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\bo.m3u","bo.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bo.m3u","False",".m3u","8141","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\bq.m3u","bq.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bq.m3u","False",".m3u","634","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\br.m3u","br.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\br.m3u","False",".m3u","38563","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\br_pluto.m3u","br_pluto.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\br_pluto.m3u","False",".m3u","7708","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\br_samsung.m3u","br_samsung.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\br_samsung.m3u","False",".m3u","413","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\bs.m3u","bs.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bs.m3u","False",".m3u","290","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\bw.m3u","bw.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bw.m3u","False",".m3u","117","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\by.m3u","by.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\by.m3u","False",".m3u","3476","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\bz.m3u","bz.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bz.m3u","False",".m3u","356","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\bz_nexgen.m3u","bz_nexgen.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bz_nexgen.m3u","False",".m3u","775","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\ca.m3u","ca.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ca.m3u","False",".m3u","19399","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\ca_pluto.m3u","ca_pluto.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ca_pluto.m3u","False",".m3u","88254","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\ca_samsung.m3u","ca_samsung.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ca_samsung.m3u","False",".m3u","2126","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\ca_stingray.m3u","ca_stingray.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ca_stingray.m3u","False",".m3u","3723","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cd.m3u","cd.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cd.m3u","False",".m3u","4434","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cg.m3u","cg.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cg.m3u","False",".m3u","1004","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\ch.m3u","ch.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ch.m3u","False",".m3u","5336","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\ch_pluto.m3u","ch_pluto.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ch_pluto.m3u","False",".m3u","97511","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\ch_samsung.m3u","ch_samsung.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ch_samsung.m3u","False",".m3u","262","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\ci.m3u","ci.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ci.m3u","False",".m3u","3614","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cl.m3u","cl.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cl.m3u","False",".m3u","27274","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cm.m3u","cm.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cm.m3u","False",".m3u","4476","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cn.m3u","cn.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cn.m3u","False",".m3u","86064","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cn_112114.m3u","cn_112114.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cn_112114.m3u","False",".m3u","1242","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cn_cctv.m3u","cn_cctv.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cn_cctv.m3u","False",".m3u","2098","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cn_cgtn.m3u","cn_cgtn.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cn_cgtn.m3u","False",".m3u","960","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cn_yeslivetv.m3u","cn_yeslivetv.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cn_yeslivetv.m3u","False",".m3u","1559","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\co.m3u","co.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\co.m3u","False",".m3u","20775","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cr.m3u","cr.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cr.m3u","False",".m3u","10319","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cu.m3u","cu.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cu.m3u","False",".m3u","491","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cv.m3u","cv.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cv.m3u","False",".m3u","492","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cw.m3u","cw.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cw.m3u","False",".m3u","692","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cy.m3u","cy.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cy.m3u","False",".m3u","3401","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\repos_programs\iptv__C42511BE\streams\cz.m3u","cz.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cz.m3u","False",".m3u","4045","2024-11-20 15:31:29"
