"Count","Name"
"6274","unclassified_relevant"
"2679","transient_or_archive"
"830","donor_zedtv"
"430","legacy_local_staging"
"45","legacy_load_files"
"42","paid_pull_logic"
"8","donor_m3u_manager"
"5","paid_provider_xmltv_publish"
"5","paid_provider_channel_publish"
"5","donor_dispatcharr_plugin"
