source_region,source_file,channel_id,display_name,display_names_all,icon_src,url
GB,epg_pw_GB.xml,9156,STV North,STV North,,
GB,epg_pw_GB.xml,9162,Sky Witness HD,Sky Witness HD,,
GB,epg_pw_GB.xml,9165,SkySp Golf HD,SkySp Golf HD,,
GB,epg_pw_GB.xml,9169,SkySp Fball HD,SkySp Fball HD,,
GB,epg_pw_GB.xml,9175,Racing TV HD,Racing TV HD,,
GB,epg_pw_GB.xml,9176,BLAZE,BLAZE,,
GB,epg_pw_GB.xml,9180,Sanskar,Sanskar,,
GB,epg_pw_GB.xml,9181,SkySpCricket HD,SkySpCricket HD,,
GB,epg_pw_GB.xml,9186,QVC HD,QVC HD,,
GB,epg_pw_GB.xml,9187,Sky Comedy HD,Sky Comedy HD,,
GB,epg_pw_GB.xml,9191,Sky Arts HD,Sky Arts HD,,
GB,epg_pw_GB.xml,9195,iON TV,iON TV,,
GB,epg_pw_GB.xml,9199,ATN,ATN,,
GB,epg_pw_GB.xml,9208,POLITICSPUNJAB,POLITICSPUNJAB,,
GB,epg_pw_GB.xml,9212,Aastha,Aastha,,
GB,epg_pw_GB.xml,9213,Smooth,Smooth,,
GB,epg_pw_GB.xml,9217,Racing TV,Racing TV,,
GB,epg_pw_GB.xml,9219,B4U Movies,B4U Movies,,
GB,epg_pw_GB.xml,9220,Animal Planet,Animal Planet,,
GB,epg_pw_GB.xml,9221,SkyNewsArabia,SkyNewsArabia,,
GB,epg_pw_GB.xml,9223,Zee TV HD,Zee TV HD,,
GB,epg_pw_GB.xml,9230,TJC HD,TJC HD,,
GB,epg_pw_GB.xml,9233,AAJ TAK,AAJ TAK,,
GB,epg_pw_GB.xml,9234,CBS Justice,CBS Justice,,
GB,epg_pw_GB.xml,9235,Virgin Radio,Virgin Radio,,
GB,epg_pw_GB.xml,9239,RTÉ Radio ,RTÉ Radio ,,
GB,epg_pw_GB.xml,9244,SkySp Mix HD,SkySp Mix HD,,
GB,epg_pw_GB.xml,9247,SkyAnimationHD,SkyAnimationHD,,
GB,epg_pw_GB.xml,9248,Nicktoons,Nicktoons,,
GB,epg_pw_GB.xml,9249,NOW 80s,NOW 80s,,
GB,epg_pw_GB.xml,9254,revelation,revelation,,
GB,epg_pw_GB.xml,9256,Nat Geo HD,Nat Geo HD,,
GB,epg_pw_GB.xml,9259,SkySp ActionHD,SkySp ActionHD,,
GB,epg_pw_GB.xml,9264,Takbeer TV,Takbeer TV,,
GB,epg_pw_GB.xml,9265,SkySp PL HD,SkySp PL HD,,
GB,epg_pw_GB.xml,9266,CHSTV,CHSTV,,
GB,epg_pw_GB.xml,9271,Sky Atlantic+1,Sky Atlantic+1,,
GB,epg_pw_GB.xml,9277,Sky Crime HD,Sky Crime HD,,
GB,epg_pw_GB.xml,9279,Disc.Turbo+1,Disc.Turbo+1,,
GB,epg_pw_GB.xml,9282,Utsav Bharat,Utsav Bharat,,
GB,epg_pw_GB.xml,9291,QVC Extra,QVC Extra,,
GB,epg_pw_GB.xml,9292,COLORS HD,COLORS HD,,
GB,epg_pw_GB.xml,9293,SkySp Cricket,SkySp Cricket,,
GB,epg_pw_GB.xml,9294,Sangat,Sangat,,
GB,epg_pw_GB.xml,9299,RTÉ Lyric f,RTÉ Lyric f,,
GB,epg_pw_GB.xml,9300,NatGeoWild HD,NatGeoWild HD,,
GB,epg_pw_GB.xml,9302,TV One,TV One,,
GB,epg_pw_GB.xml,9304,Utsav GOLD,Utsav GOLD,,
GB,epg_pw_GB.xml,9306,LoveWorld HD,LoveWorld HD,,
GB,epg_pw_GB.xml,9307,Disc.Science,Disc.Science,,
GB,epg_pw_GB.xml,9311,New Vision TV,New Vision TV,,
GB,epg_pw_GB.xml,9312,Crime+Inv+1,Crime+Inv+1,,
GB,epg_pw_GB.xml,9314,Ahlebait TV,Ahlebait TV,,
GB,epg_pw_GB.xml,9315,Sky Cinema Select,Sky Cinema Select,,
GB,epg_pw_GB.xml,9320,Deen TV,Deen TV,,
GB,epg_pw_GB.xml,9322,ARY Digital,ARY Digital,,
GB,epg_pw_GB.xml,9325,SonLife,SonLife,,
GB,epg_pw_GB.xml,9333,ColorsGujarati,ColorsGujarati,,
GB,epg_pw_GB.xml,9334,RTÉ R na ,RTÉ R na ,,
GB,epg_pw_GB.xml,9337,Sky Crime+1,Sky Crime+1,,
GB,epg_pw_GB.xml,9351,NOW 70s,NOW 70s,,
GB,epg_pw_GB.xml,9353,Disc.History+1,Disc.History+1,,
GB,epg_pw_GB.xml,9356,Arise News,Arise News,,
GB,epg_pw_GB.xml,9357,NOW 90s,NOW 90s,,
GB,epg_pw_GB.xml,9361,TV Warehouse,TV Warehouse,,
GB,epg_pw_GB.xml,9363,GEO TV,GEO TV,,
GB,epg_pw_GB.xml,9364,Quest Red,Quest Red,,
GB,epg_pw_GB.xml,9367,IQRA TV,IQRA TV,,
GB,epg_pw_GB.xml,9374,NTV,NTV,,
GB,epg_pw_GB.xml,9375,SkySp F1,SkySp F1,,
GB,epg_pw_GB.xml,9377,KTV,KTV,,
GB,epg_pw_GB.xml,9378,SkyHistory2HD,SkyHistory2HD,,
GB,epg_pw_GB.xml,9380,DAYSTAR HD,DAYSTAR HD,,
GB,epg_pw_GB.xml,9381,Sky Sci-Fi HD,Sky Sci-Fi HD,,
GB,epg_pw_GB.xml,9382,Noor TV,Noor TV,,
GB,epg_pw_GB.xml,9391,Sky Kids HD,Sky Kids HD,,
GB,epg_pw_GB.xml,9393,ColorsRishtey,ColorsRishtey,,
GB,epg_pw_GB.xml,9394,Sky Thriller HD,Sky Thriller HD,,
GB,epg_pw_GB.xml,9397,Sikh Channel,Sikh Channel,,
GB,epg_pw_GB.xml,9401,Islam Ch Urdu,Islam Ch Urdu,,
GB,epg_pw_GB.xml,9404,HUM Masala,HUM Masala,,
GB,epg_pw_GB.xml,9405,talkSPORT,talkSPORT,,
GB,epg_pw_GB.xml,9407,PTC PUNJABI,PTC PUNJABI,,
GB,epg_pw_GB.xml,9408,Discovery+1,Discovery+1,,
GB,epg_pw_GB.xml,9409,SkySp F1 HD,SkySp F1 HD,,
GB,epg_pw_GB.xml,9410,SONY TV HD,SONY TV HD,,
GB,epg_pw_GB.xml,9414,PCNE Chinese HD,PCNE Chinese HD,,
GB,epg_pw_GB.xml,9415,SkySpMainEvHD,SkySpMainEvHD,,
GB,epg_pw_GB.xml,9420,SONY MAX HD,SONY MAX HD,,
GB,epg_pw_GB.xml,9426,QUEST HD,QUEST HD,,
GB,epg_pw_GB.xml,9430,NHK World HD,NHK World HD,,
GB,epg_pw_GB.xml,9432,Sky Family HD,Sky Family HD,,
GB,epg_pw_GB.xml,9439,Radio X,Radio X,,
GB,epg_pw_GB.xml,9440,TRT World HD,TRT World HD,,
GB,epg_pw_GB.xml,9444,Utsav Gold HD,Utsav Gold HD,,
GB,epg_pw_GB.xml,9448,SONY SAB,SONY SAB,,
GB,epg_pw_GB.xml,9449,MTV BASE,MTV BASE,,
GB,epg_pw_GB.xml,9455,Sky History2,Sky History2,,
GB,epg_pw_GB.xml,9462,Madani Chnl,Madani Chnl,,
GB,epg_pw_GB.xml,9464,Travelxp,Travelxp,,
GB,epg_pw_GB.xml,9467,S4C HD,S4C HD,,
GB,epg_pw_GB.xml,9470,Eman Channel,Eman Channel,,
GB,epg_pw_GB.xml,9476,Faith World TV,Faith World TV,,
GB,epg_pw_GB.xml,9477,Disc.History,Disc.History,,
GB,epg_pw_GB.xml,9481,TalkingPictures,TalkingPictures,,
GB,epg_pw_GB.xml,9482,Utsav Plus HD,Utsav Plus HD,,
GB,epg_pw_GB.xml,9483,Dunamis TV,Dunamis TV,,
GB,epg_pw_GB.xml,9485,ColorsCineplex,ColorsCineplex,,
GB,epg_pw_GB.xml,9486,Together,Together,,
GB,epg_pw_GB.xml,9487,ID,ID,,
GB,epg_pw_GB.xml,9490,WRN Europe,WRN Europe,,
GB,epg_pw_GB.xml,9494,Sky Greats HD,Sky Greats HD,,
GB,epg_pw_GB.xml,9498,Crime+Inv HD,Crime+Inv HD,,
GB,epg_pw_GB.xml,9500,Really,Really,,
GB,epg_pw_GB.xml,9501,Clubland TV,Clubland TV,,
GB,epg_pw_GB.xml,9503,HUM EUROPE,HUM EUROPE,,
GB,epg_pw_GB.xml,9504,Sky News HD,Sky News HD,,
GB,epg_pw_GB.xml,9522,Quest Red+1,Quest Red+1,,
GB,epg_pw_GB.xml,9527,QVC Style HD,QVC Style HD,,
GB,epg_pw_GB.xml,9531,Sky ScFi/HorHD,Sky ScFi/HorHD,,
GB,epg_pw_GB.xml,9532,TLC HD,TLC HD,,
GB,epg_pw_GB.xml,9534,SkyMegaHitsHD,SkyMegaHitsHD,,
GB,epg_pw_GB.xml,9536,SkySp Action,SkySp Action,,
GB,epg_pw_GB.xml,9538,MTV HITS,MTV HITS,,
GB,epg_pw_GB.xml,9541,SONY MAX 2,SONY MAX 2,,
GB,epg_pw_GB.xml,9543,GEO News,GEO News,,
GB,epg_pw_GB.xml,9546,RTÉ 2F,RTÉ 2F,,
GB,epg_pw_GB.xml,9547,Nat Geo Wild,Nat Geo Wild,,
GB,epg_pw_GB.xml,9549,SkyShowcaseHD,SkyShowcaseHD,,
GB,epg_pw_GB.xml,9552,Zee Cinema,Zee Cinema,,
GB,epg_pw_GB.xml,9553,Spider-Man HD,Spider-Man HD,,
GB,epg_pw_GB.xml,9554,Sky Showcase,Sky Showcase,,
GB,epg_pw_GB.xml,9555,B4U Music,B4U Music,,
GB,epg_pw_GB.xml,9556,MATV National,MATV National,,
GB,epg_pw_GB.xml,9559,S4C,S4C,,
GB,epg_pw_GB.xml,9560,ID+1,ID+1,,
GB,epg_pw_GB.xml,9565,Islam TV,Islam TV,,
GB,epg_pw_GB.xml,9568,Akaal Channel,Akaal Channel,,
GB,epg_pw_GB.xml,9577,Sky Witness+1,Sky Witness+1,,
GB,epg_pw_GB.xml,9582,SkyShowcase+1,SkyShowcase+1,,
GB,epg_pw_GB.xml,9583,Sky Atlantic HD,Sky Atlantic HD,,
GB,epg_pw_GB.xml,9584,SkyValentineHD,SkyValentineHD,,
GB,epg_pw_GB.xml,9585,PBS America,PBS America,,
GB,epg_pw_GB.xml,9588,TBN UK,TBN UK,,
GB,epg_pw_GB.xml,9589,Sky Action HD,Sky Action HD,,
GB,epg_pw_GB.xml,9596,TLC+1,TLC+1,,
GB,epg_pw_GB.xml,9599,Nat Geo+1,Nat Geo+1,,
GB,epg_pw_GB.xml,9601,Discovery HD,Discovery HD,,
GB,epg_pw_GB.xml,9604,GOD Channel,GOD Channel,,
GB,epg_pw_GB.xml,9610,Sky Max HD,Sky Max HD,,
GB,epg_pw_GB.xml,9612,SkySp News HD,SkySp News HD,,
GB,epg_pw_GB.xml,9613,SkySp Racing HD,SkySp Racing HD,,
GB,epg_pw_GB.xml,9614,A1TV,A1TV,,
GB,epg_pw_GB.xml,9617,QVC Beauty,QVC Beauty,,
GB,epg_pw_GB.xml,9619,Animal Plnt+1,Animal Plnt+1,,
GB,epg_pw_GB.xml,9620,Sky HistoryHD,Sky HistoryHD,,
GB,epg_pw_GB.xml,9621,TRT World,TRT World,,
GB,epg_pw_GB.xml,9622,Disc.Sci+1,Disc.Sci+1,,
GB,epg_pw_GB.xml,9623,IQRA BANGLA,IQRA BANGLA,,
GB,epg_pw_GB.xml,9624,Islam Channel,Islam Channel,,
GB,epg_pw_GB.xml,9627,MTV Classic,MTV Classic,,
GB,epg_pw_GB.xml,12020,COLORS,COLORS,,
GB,epg_pw_GB.xml,12021,GOLD,GOLD,,
GB,epg_pw_GB.xml,12022,SkySp Golf HD,SkySp Golf HD,,
GB,epg_pw_GB.xml,12023,NatGeoWild HD,NatGeoWild HD,,
GB,epg_pw_GB.xml,12024,SkySp ActionHD,SkySp ActionHD,,
GB,epg_pw_GB.xml,12025,Spider-Man HD,Spider-Man HD,,
GB,epg_pw_GB.xml,12026,SkyPremiereHD,SkyPremiereHD,,
GB,epg_pw_GB.xml,12029,AAJ TAK,AAJ TAK,,
GB,epg_pw_GB.xml,12030,Virgin Radio,Virgin Radio,,
GB,epg_pw_GB.xml,12031,Smooth,Smooth,,
GB,epg_pw_GB.xml,12033,ITV1+1,ITV1+1,,
GB,epg_pw_GB.xml,12034,HUM Masala,HUM Masala,,
GB,epg_pw_GB.xml,12035,Utsav Plus HD,Utsav Plus HD,,
GB,epg_pw_GB.xml,12036,BLAZE,BLAZE,,
GB,epg_pw_GB.xml,12037,Arirang TV HD,Arirang TV HD,,
GB,epg_pw_GB.xml,12038,Sky Sci-Fi HD,Sky Sci-Fi HD,,
GB,epg_pw_GB.xml,12040,Film4+1,Film4+1,,
GB,epg_pw_GB.xml,12041,QUEST HD,QUEST HD,,
GB,epg_pw_GB.xml,12043,GREAT! movies+1,GREAT! movies+1,,
GB,epg_pw_GB.xml,12045,Heart 90s,Heart 90s,,
GB,epg_pw_GB.xml,12047,Drama+1,Drama+1,,
GB,epg_pw_GB.xml,12048,FRANCE 24 HD,FRANCE 24 HD,,
GB,epg_pw_GB.xml,12049,SkyDocumntrs,SkyDocumntrs,,
GB,epg_pw_GB.xml,12050,BT Sport 4,BT Sport 4,,
GB,epg_pw_GB.xml,12051,NHK World HD,NHK World HD,,
GB,epg_pw_GB.xml,12054,5SELECT,5SELECT,,
GB,epg_pw_GB.xml,12055,5USA+1,5USA+1,,
GB,epg_pw_GB.xml,12056,5STAR+1,5STAR+1,,
GB,epg_pw_GB.xml,12057,5STAR,5STAR,,
GB,epg_pw_GB.xml,12058,5 USA,5 USA,,
GB,epg_pw_GB.xml,12059,BBC ALBA HD,BBC ALBA HD,,
GB,epg_pw_GB.xml,12060,BBC Parliament HD,BBC Parliament HD,,
GB,epg_pw_GB.xml,12062,Cruise1st.tv,Cruise1st.tv,,
GB,epg_pw_GB.xml,12064,CNN HD,CNN HD,,
GB,epg_pw_GB.xml,12065,Sky Max,Sky Max,,
GB,epg_pw_GB.xml,12066,Zee TV HD,Zee TV HD,,
GB,epg_pw_GB.xml,12067,That's TV,That's TV,,
GB,epg_pw_GB.xml,12069,Sky News,Sky News,,
GB,epg_pw_GB.xml,12070,High Street TV 1,High Street TV 1,,
GB,epg_pw_GB.xml,12071,Deen TV,Deen TV,,
GB,epg_pw_GB.xml,12072,POP+1,POP+1,,
GB,epg_pw_GB.xml,12078,NickSpongeBob,NickSpongeBob,,
GB,epg_pw_GB.xml,12080,ITV4+1,ITV4+1,,
GB,epg_pw_GB.xml,12081,Movies24,Movies24,,
GB,epg_pw_GB.xml,12082,Movies24+,Movies24+,,
GB,epg_pw_GB.xml,12083,Nat Geo Wild,Nat Geo Wild,,
GB,epg_pw_GB.xml,12084,Nickelodeon,Nickelodeon,,
GB,epg_pw_GB.xml,12085,Nickelodeon+1,Nickelodeon+1,,
GB,epg_pw_GB.xml,12086,ITV1 HD,ITV1 HD,,
GB,epg_pw_GB.xml,12090,W,W,,
GB,epg_pw_GB.xml,12091,W+1,W+1,,
GB,epg_pw_GB.xml,12092,YESTERDAY+1,YESTERDAY+1,,
GB,epg_pw_GB.xml,12093,Dave HD,Dave HD,,
GB,epg_pw_GB.xml,12094,Drama,Drama,,
GB,epg_pw_GB.xml,12095,Sky Witness,Sky Witness,,
GB,epg_pw_GB.xml,12096,ComedyCent+1,ComedyCent+1,,
GB,epg_pw_GB.xml,12097,Best Direct,Best Direct,,
GB,epg_pw_GB.xml,12098,QVC Beauty,QVC Beauty,,
GB,epg_pw_GB.xml,12102,BBC R4 Ex,BBC R4 Ex,,
GB,epg_pw_GB.xml,12103,B4U Music,B4U Music,,
GB,epg_pw_GB.xml,12104,High Street TV 2,High Street TV 2,,
GB,epg_pw_GB.xml,12105,S4C,S4C,,
GB,epg_pw_GB.xml,12106,B4U Movies,B4U Movies,,
GB,epg_pw_GB.xml,12108,BBC Two NI HD,BBC Two NI HD,,
GB,epg_pw_GB.xml,12111,Film4,Film4,,
GB,epg_pw_GB.xml,12112,MTA1 World HD,MTA1 World HD,,
GB,epg_pw_GB.xml,12113,Channel 4 HD,Channel 4 HD,,
GB,epg_pw_GB.xml,12114,ATN,ATN,,
GB,epg_pw_GB.xml,12115,Cartoon Net HD,Cartoon Net HD,,
GB,epg_pw_GB.xml,12116,E4 HD,E4 HD,,
GB,epg_pw_GB.xml,12117,IQRA TV,IQRA TV,,
GB,epg_pw_GB.xml,12118,Racing TV,Racing TV,,
GB,epg_pw_GB.xml,12119,TV Warehouse,TV Warehouse,,
GB,epg_pw_GB.xml,12120,SONY SAB,SONY SAB,,
GB,epg_pw_GB.xml,12121,Legend,Legend,,
GB,epg_pw_GB.xml,12122,SkyAnimationHD,SkyAnimationHD,,
GB,epg_pw_GB.xml,12123,Faith UK,Faith UK,,
GB,epg_pw_GB.xml,12125,Dunamis TV,Dunamis TV,,
GB,epg_pw_GB.xml,12127,TLC+1,TLC+1,,
GB,epg_pw_GB.xml,12128,ID+1,ID+1,,
GB,epg_pw_GB.xml,12131,Sky Nature,Sky Nature,,
GB,epg_pw_GB.xml,12133,GB News HD,GB News HD,,
GB,epg_pw_GB.xml,12134,E4 Extra,E4 Extra,,
GB,epg_pw_GB.xml,12135,Sky Arts,Sky Arts,,
GB,epg_pw_GB.xml,12136,Sky Comedy,Sky Comedy,,
GB,epg_pw_GB.xml,12138,SkyShowcaseHD,SkyShowcaseHD,,
GB,epg_pw_GB.xml,12139,Sky Showcase,Sky Showcase,,
GB,epg_pw_GB.xml,12140,SkyShowcase+1,SkyShowcase+1,,
GB,epg_pw_GB.xml,12141,Clubland TV,Clubland TV,,
GB,epg_pw_GB.xml,12142,GREAT! action,GREAT! action,,
GB,epg_pw_GB.xml,12143,GREAT! movies,GREAT! movies,,
GB,epg_pw_GB.xml,12144,HorrorXtra+1,HorrorXtra+1,,
GB,epg_pw_GB.xml,12147,Madani Chnl,Madani Chnl,,
GB,epg_pw_GB.xml,12149,BBC Asian,BBC Asian,,
GB,epg_pw_GB.xml,12150,CBeebies HD,CBeebies HD,,
GB,epg_pw_GB.xml,12152,BBC WS,BBC WS,,
GB,epg_pw_GB.xml,12153,BBC R Foyle,BBC R Foyle,,
GB,epg_pw_GB.xml,12154,BBC 6 Music,BBC 6 Music,,
GB,epg_pw_GB.xml,12155,BBC R1X,BBC R1X,,
GB,epg_pw_GB.xml,12156,EWTN Catholic,EWTN Catholic,,
GB,epg_pw_GB.xml,12157,revelation,revelation,,
GB,epg_pw_GB.xml,12158,BBC Three HD,BBC Three HD,,
GB,epg_pw_GB.xml,12159,BBC One NI HD,BBC One NI HD,,
GB,epg_pw_GB.xml,12160,Viaplay 1 HD,Viaplay 1 HD,,
GB,epg_pw_GB.xml,12161,Eman Channel,Eman Channel,,
GB,epg_pw_GB.xml,12162,BBC NEWS HD,BBC NEWS HD,,
GB,epg_pw_GB.xml,12163,TLC,TLC,,
GB,epg_pw_GB.xml,12164,More4,More4,,
GB,epg_pw_GB.xml,12165,That's 80s,That's 80s,,
GB,epg_pw_GB.xml,12170,Travelxp,Travelxp,,
GB,epg_pw_GB.xml,12173,TRT World,TRT World,,
GB,epg_pw_GB.xml,12178,Channel 5+1,Channel 5+1,,
GB,epg_pw_GB.xml,12179,Disc.Science,Disc.Science,,
GB,epg_pw_GB.xml,12180,Disc.History,Disc.History,,
GB,epg_pw_GB.xml,12181,Discovery+1,Discovery+1,,
GB,epg_pw_GB.xml,12182,COLORS HD,COLORS HD,,
GB,epg_pw_GB.xml,12183,Animal Planet,Animal Planet,,
GB,epg_pw_GB.xml,12185,Discovery,Discovery,,
GB,epg_pw_GB.xml,12187,ITV2+1,ITV2+1,,
GB,epg_pw_GB.xml,12189,Disc.Turbo,Disc.Turbo,,
GB,epg_pw_GB.xml,12190,SkySp F1 HD,SkySp F1 HD,,
GB,epg_pw_GB.xml,12191,SkySp F'ball HD,SkySp F'ball HD,,
GB,epg_pw_GB.xml,12193,MTV HD,MTV HD,,
GB,epg_pw_GB.xml,12197,Nat Geo HD,Nat Geo HD,,
GB,epg_pw_GB.xml,12198,Boomerang HD,Boomerang HD,,
GB,epg_pw_GB.xml,12199,Sky Hits HD,Sky Hits HD,,
GB,epg_pw_GB.xml,12200,SkySp Racing HD,SkySp Racing HD,,
GB,epg_pw_GB.xml,12201,Nick Jr. HD,Nick Jr. HD,,
GB,epg_pw_GB.xml,12202,LFCTV HD,LFCTV HD,,
GB,epg_pw_GB.xml,12203,ITV2 HD,ITV2 HD,,
GB,epg_pw_GB.xml,12204,Gold,Gold,,
GB,epg_pw_GB.xml,12205,talkSPORT,talkSPORT,,
GB,epg_pw_GB.xml,12207,Radio X,Radio X,,
GB,epg_pw_GB.xml,12208,Heart,Heart,,
GB,epg_pw_GB.xml,12210,Capital,Capital,,
GB,epg_pw_GB.xml,12211,Islam TV,Islam TV,,
GB,epg_pw_GB.xml,12212,E4+1,E4+1,,
GB,epg_pw_GB.xml,12213,HGTV+1,HGTV+1,,
GB,epg_pw_GB.xml,12214,SONY TV HD,SONY TV HD,,
GB,epg_pw_GB.xml,12215,SONY MAX HD,SONY MAX HD,,
GB,epg_pw_GB.xml,12216,Utsav Gold HD,Utsav Gold HD,,
GB,epg_pw_GB.xml,12217,BT Sport 4 HD,BT Sport 4 HD,,
GB,epg_pw_GB.xml,12218,More4 HD,More4 HD,,
GB,epg_pw_GB.xml,12219,HGTV,HGTV,,
GB,epg_pw_GB.xml,12220,alibi,alibi,,
GB,epg_pw_GB.xml,12221,Eden,Eden,,
GB,epg_pw_GB.xml,12222,YESTERDAY,YESTERDAY,,
GB,epg_pw_GB.xml,12223,SkySp News HD,SkySp News HD,,
GB,epg_pw_GB.xml,12224,Eden+1,Eden+1,,
GB,epg_pw_GB.xml,12225,Dave,Dave,,
GB,epg_pw_GB.xml,12226,Sky History2,Sky History2,,
GB,epg_pw_GB.xml,12227,Sky Thriller HD,Sky Thriller HD,,
GB,epg_pw_GB.xml,12229,BBCScotlandHD,BBCScotlandHD,,
GB,epg_pw_GB.xml,12233,BT Sport 1,BT Sport 1,,
GB,epg_pw_GB.xml,12235,BT Sport 2,BT Sport 2,,
GB,epg_pw_GB.xml,12239,SkyDocmntrsHD,SkyDocmntrsHD,,
GB,epg_pw_GB.xml,12240,That's 60s,That's 60s,,
GB,epg_pw_GB.xml,12242,4seven,4seven,,
GB,epg_pw_GB.xml,12243,NOW 80s,NOW 80s,,
GB,epg_pw_GB.xml,12244,NTV,NTV,,
GB,epg_pw_GB.xml,12245,Quest Red+1,Quest Red+1,,
GB,epg_pw_GB.xml,12246,BBC One CI HD,BBC One CI HD,,
GB,epg_pw_GB.xml,12247,SonLife,SonLife,,
GB,epg_pw_GB.xml,12249,BBC One Sth HD,BBC One Sth HD,,
GB,epg_pw_GB.xml,12250,BBC One Yorks HD,BBC One Yorks HD,,
GB,epg_pw_GB.xml,12251,BBC One S West HD,BBC One S West HD,,
GB,epg_pw_GB.xml,12252,BBC Two Wal HD,BBC Two Wal HD,,
GB,epg_pw_GB.xml,12256,QTV Religious,QTV Religious,,
GB,epg_pw_GB.xml,12258,MUTV HD,MUTV HD,,
GB,epg_pw_GB.xml,12261,Food Netwrk+1,Food Netwrk+1,,
GB,epg_pw_GB.xml,12263,Food Network,Food Network,,
GB,epg_pw_GB.xml,12265,ARY Digital,ARY Digital,,
GB,epg_pw_GB.xml,12266,GREAT! tv,GREAT! tv,,
GB,epg_pw_GB.xml,12268,BT Sport 3,BT Sport 3,,
GB,epg_pw_GB.xml,12269,LoveWorld HD,LoveWorld HD,,
GB,epg_pw_GB.xml,12271,ITV4 HD,ITV4 HD,,
GB,epg_pw_GB.xml,12272,Sky History,Sky History,,
GB,epg_pw_GB.xml,12273,Together,Together,,
GB,epg_pw_GB.xml,12274,ITV3 HD,ITV3 HD,,
GB,epg_pw_GB.xml,12275,Nick Jr. Too,Nick Jr. Too,,
GB,epg_pw_GB.xml,12279,BBC RB 1 HD,BBC RB 1 HD,,
GB,epg_pw_GB.xml,12281,DAYSTAR HD,DAYSTAR HD,,
GB,epg_pw_GB.xml,12282,BBC R Wales,BBC R Wales,,
GB,epg_pw_GB.xml,12283,BBC R Ulster,BBC R Ulster,,
GB,epg_pw_GB.xml,12284,BBC R1,BBC R1,,
GB,epg_pw_GB.xml,12285,BBC R2,BBC R2,,
GB,epg_pw_GB.xml,12286,BBC R3,BBC R3,,
GB,epg_pw_GB.xml,12287,BBC R4 FM,BBC R4 FM,,
GB,epg_pw_GB.xml,12289,BBC R Scot.,BBC R Scot.,,
GB,epg_pw_GB.xml,12290,BBC R Cymru,BBC R Cymru,,
GB,epg_pw_GB.xml,12291,CNBC HD,CNBC HD,,
GB,epg_pw_GB.xml,12292,PTC PUNJABI,PTC PUNJABI,,
GB,epg_pw_GB.xml,12293,Aastha,Aastha,,
GB,epg_pw_GB.xml,12294,BBC One ScotHD,BBC One ScotHD,,
GB,epg_pw_GB.xml,12295,BBC R5L,BBC R5L,,
GB,epg_pw_GB.xml,12297,BBC R Cymru 2,BBC R Cymru 2,,
GB,epg_pw_GB.xml,12299,BBC One Wal HD,BBC One Wal HD,,
GB,epg_pw_GB.xml,12300,BBC Four HD,BBC Four HD,,
GB,epg_pw_GB.xml,12302,Islam Ch Urdu,Islam Ch Urdu,,
GB,epg_pw_GB.xml,12304,EWTN Catholic,EWTN Catholic,,
GB,epg_pw_GB.xml,12306,SkySpMainEvHD,SkySpMainEvHD,,
GB,epg_pw_GB.xml,12307,Discovery HD,Discovery HD,,
GB,epg_pw_GB.xml,12309,BT Sport 3 HD,BT Sport 3 HD,,
GB,epg_pw_GB.xml,12310,QUEST+1,QUEST+1,,
GB,epg_pw_GB.xml,12311,Crime+Inv+1,Crime+Inv+1,,
GB,epg_pw_GB.xml,12312,BT Sport 1 HD,BT Sport 1 HD,,
GB,epg_pw_GB.xml,12313,BT Sport 2 HD,BT Sport 2 HD,,
GB,epg_pw_GB.xml,12314,Sangat,Sangat,,
GB,epg_pw_GB.xml,12315,JewelleryMaker,JewelleryMaker,,
GB,epg_pw_GB.xml,12317,CBS Reality,CBS Reality,,
GB,epg_pw_GB.xml,12318,Capital XTRA,Capital XTRA,,
GB,epg_pw_GB.xml,12320,QVC Extra,QVC Extra,,
GB,epg_pw_GB.xml,12321,Noor TV,Noor TV,,
GB,epg_pw_GB.xml,12322,Sky Comedy HD,Sky Comedy HD,,
GB,epg_pw_GB.xml,12323,PCNE Chinese HD,PCNE Chinese HD,,
GB,epg_pw_GB.xml,12324,Sky Kids HD,Sky Kids HD,,
GB,epg_pw_GB.xml,12326,RTÉ R na ,RTÉ R na ,,
GB,epg_pw_GB.xml,12327,RTÉ 2F,RTÉ 2F,,
GB,epg_pw_GB.xml,12328,RTÉ Radio ,RTÉ Radio ,,
GB,epg_pw_GB.xml,12329,Pitaara,Pitaara,,
GB,epg_pw_GB.xml,12330,RTÉ Lyric f,RTÉ Lyric f,,
GB,epg_pw_GB.xml,12332,Sikh Channel,Sikh Channel,,
GB,epg_pw_GB.xml,12333,PBS America,PBS America,,
GB,epg_pw_GB.xml,12337,SkySp News,SkySp News,,
GB,epg_pw_GB.xml,12338,That's 70s,That's 70s,,
GB,epg_pw_GB.xml,12339,GOLD+1,GOLD+1,,
GB,epg_pw_GB.xml,12341,MATV National,MATV National,,
GB,epg_pw_GB.xml,12343,NOW 70s,NOW 70s,,
GB,epg_pw_GB.xml,12344,High Street TV 3,High Street TV 3,,
GB,epg_pw_GB.xml,12346,Takbeer TV,Takbeer TV,,
GB,epg_pw_GB.xml,12347,Faith World TV,Faith World TV,,
GB,epg_pw_GB.xml,12348,CN+1,CN+1,,
GB,epg_pw_GB.xml,12349,GEO News,GEO News,,
GB,epg_pw_GB.xml,12350,NDTV 24x7,NDTV 24x7,,
