canon_key,winner,channel_name,tvg_id,epg_channel_id,group_title,country,language,url,source_file
tvg|ln_0a695856-8690-46b1-85ad-56ed3d25c958|,yes,AXS TV Now,LN_0A695856-8690-46B1-85AD-56ED3D25C958,,LocalNow🇺🇸: Music and Arts,,,https://s10host4.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config13/playout/amg00966/amg00966c9/amgplt0096/amgplt0096.m3u8?ads.cdnhost=s10host4.localnow.api.cms.amdvids.com&ads.playbackid=0A695856-8690-46B1-85AD-56ED3D25C958&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=0A695856-8690-46B1-85AD-56ED3D25C958&ads.n4=content_name&ads.v4=EPG%20%7C%20AXS%20TV%20Now&ads.n21=url&ads.v21=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n22=device_type&ads.v22=&ads.n23=channel_name&ads.v23=EPG%20%20AXS%20TV%20Now&ads.n24=device_model&ads.v24=&ads.n25=channel_corp&ads.v25=Anthem%20Wrestling%20Exhibitions%20LLC&ads.n26=ifa_type&ads.v26=&ads.n27=ua&ads.v27=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n28=cust_devicename&ads.v28=desktop_web&ads.n29=app_store_url&ads.v29=&ads.n30=w&ads.v30=1920&ads.n31=h&ads.v31=1080&ads.n32=channel_genre&ads.v32=Entertainment&ads.n33=ip&ads.v33=195.179.200.80&ads.n34=channel_brand_id&ads.v34=AMDB012005&ads.n35=gpp_sid&ads.v35=&ads.n36=app_bundle&ads.v36=&ads.n37=content_producer_name&ads.v37=Anthem%20Wrestling%20Exhibitions%20LLC&ads.n38=device_make&ads.v38=&ads.n39=dnt&ads.v39=&ads.n40=network_name&ads.v40=axs-tv-now&ads.n41=channel_language&ads.v41=en&ads.n42=app_version&ads.v42=0.0.0&ads.n43=channel_id&ads.v43=0A695856-8690-46B1-85AD-56ED3D25C958&ads.n44=channel_rating&ads.v44=TV-PG&ads.n45=gpp&ads.v45=&ads.n46=content_custom_1_param&ads.v46=0A695856-8690-46B1-85AD-56ED3D25C958&ads.n47=app_name&ads.v47=&ads.n48=content_custom_2_param&ads.v48=AMDB012005&ads.n49=channel_company_id&ads.v49=AMDP500125&ads.n50=content_provider&ads.v50=axs-tv-now&ads.n51=content_type&ads.v51=channel&ads.n52=content_livestream&ads.v52=1&ads.n53=channel_ext_id&ads.v53=60583af9d7944934b119e763&ads.n54=did&ads.v54=&ads.n55=content_custom_3_param&ads.v55=channel&ads.n56=pos&ads.v56=midroll&ads.n57=us_privacy&ads.v57=1YNY&ads.n58=channel_title&ads.v58=EPG%20%20AXS%20TV%20Now,data\raw\inbox\localnow.m3u
tvg|ln_ad24e4c2-7093-481f-b23f-c0aef0548dad|,yes,Loupe Art,LN_AD24E4C2-7093-481F-B23F-C0AEF0548DAD,,LocalNow🇺🇸: Music and Arts,,,https://s3host1.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config3/dist/localnow/144/hls/hd/playlist.m3u8?ads.cdnhost=s3host1.localnow.api.cms.amdvids.com&ads.playbackid=AD24E4C2-7093-481F-B23F-C0AEF0548DAD&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=AD24E4C2-7093-481F-B23F-C0AEF0548DAD&ads.n4=content_name&ads.v4=EPG%20%7C%20Loupe%20Art&ads.n21=content_custom_2_param&ads.v21=AMDB012070&ads.n22=h&ads.v22=1080&ads.n23=channel_rating&ads.v23=TV-PG&ads.n24=app_version&ads.v24=0.0.0&ads.n25=did&ads.v25=&ads.n26=channel_title&ads.v26=EPG%20%20Loupe%20Art&ads.n27=content_custom_3_param&ads.v27=channel&ads.n28=content_provider&ads.v28=loupe&ads.n29=channel_genre&ads.v29=Special%20Interest&ads.n30=us_privacy&ads.v30=1YNY&ads.n31=app_bundle&ads.v31=&ads.n32=channel_id&ads.v32=AD24E4C2-7093-481F-B23F-C0AEF0548DAD&ads.n33=network_name&ads.v33=loupe&ads.n34=app_name&ads.v34=&ads.n35=content_type&ads.v35=channel&ads.n36=ua&ads.v36=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n37=channel_corp&ads.v37=Loupe%20INC&ads.n38=url&ads.v38=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n39=channel_company_id&ads.v39=AMDP500142&ads.n40=content_producer_name&ads.v40=Loupe%20INC&ads.n41=ip&ads.v41=195.179.200.80&ads.n42=ifa_type&ads.v42=&ads.n43=content_livestream&ads.v43=1&ads.n44=gpp_sid&ads.v44=&ads.n45=w&ads.v45=1920&ads.n46=device_model&ads.v46=&ads.n47=channel_name&ads.v47=EPG%20%20Loupe%20Art&ads.n48=device_type&ads.v48=&ads.n49=channel_brand_id&ads.v49=AMDB012070&ads.n50=dnt&ads.v50=&ads.n51=channel_ext_id&ads.v51=60583a5458de0a4cc10f6b32&ads.n52=pos&ads.v52=midroll&ads.n53=app_store_url&ads.v53=&ads.n54=channel_language&ads.v54=en&ads.n55=gpp&ads.v55=&ads.n56=content_custom_1_param&ads.v56=AD24E4C2-7093-481F-B23F-C0AEF0548DAD&ads.n57=cust_devicename&ads.v57=desktop_web&ads.n58=device_make&ads.v58=,data\raw\inbox\localnow.m3u
tvg|ln_a5416ae1-dc11-4147-a42e-7d16adb2646f|,yes,Qwest TV,LN_A5416AE1-DC11-4147-A42E-7D16ADB2646F,,LocalNow🇺🇸: Music and Arts,,,https://s4host1.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config4/playlist.m3u8?ads.cdnhost=s4host1.localnow.api.cms.amdvids.com&ads.playbackid=A5416AE1-DC11-4147-A42E-7D16ADB2646F&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=A5416AE1-DC11-4147-A42E-7D16ADB2646F&ads.n4=content_name&ads.v4=Qwest%20TV&ads.n21=channel_ext_id&ads.v21=60c8fc645ae0c478d6617eaa&ads.n22=channel_id&ads.v22=A5416AE1-DC11-4147-A42E-7D16ADB2646F&ads.n23=channel_corp&ads.v23=QRA%20SAS&ads.n24=content_provider&ads.v24=qwest-tv-jazz-beyond&ads.n25=channel_company_id&ads.v25=AMDP500150&ads.n26=ua&ads.v26=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n27=w&ads.v27=1920&ads.n28=app_name&ads.v28=&ads.n29=device_type&ads.v29=&ads.n30=content_type&ads.v30=channel&ads.n31=content_custom_1_param&ads.v31=A5416AE1-DC11-4147-A42E-7D16ADB2646F&ads.n32=app_store_url&ads.v32=&ads.n33=channel_rating&ads.v33=TV-PG&ads.n34=ip&ads.v34=195.179.200.80&ads.n35=url&ads.v35=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n36=gpp_sid&ads.v36=&ads.n37=content_producer_name&ads.v37=QRA%20SAS&ads.n38=channel_title&ads.v38=Qwest%20TV&ads.n39=network_name&ads.v39=qwest-tv-jazz-beyond&ads.n40=channel_name&ads.v40=Qwest%20TV&ads.n41=did&ads.v41=&ads.n42=pos&ads.v42=midroll&ads.n43=channel_brand_id&ads.v43=AMDB012097&ads.n44=cust_devicename&ads.v44=desktop_web&ads.n45=app_bundle&ads.v45=&ads.n46=device_model&ads.v46=&ads.n47=app_version&ads.v47=0.0.0&ads.n48=channel_language&ads.v48=en&ads.n49=h&ads.v49=1080&ads.n50=dnt&ads.v50=&ads.n51=channel_genre&ads.v51=Music%20Video&ads.n52=us_privacy&ads.v52=1YNY&ads.n53=ifa_type&ads.v53=&ads.n54=content_custom_3_param&ads.v54=channel&ads.n55=content_livestream&ads.v55=1&ads.n56=device_make&ads.v56=&ads.n57=content_custom_2_param&ads.v57=AMDB012097&ads.n58=gpp&ads.v58=,data\raw\inbox\localnow.m3u
tvg|ln_d353ee9c-6b6c-40ed-b605-9caeddf1f4d0|,yes,Now 70s,LN_D353EE9C-6B6C-40ED-B605-9CAEDDF1F4D0,,LocalNow🇺🇸: Music and Arts,,,https://s7host5.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config9/playlist.m3u8?ads.cdnhost=s7host5.localnow.api.cms.amdvids.com&ads.playbackid=D353EE9C-6B6C-40ED-B605-9CAEDDF1F4D0&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=D353EE9C-6B6C-40ED-B605-9CAEDDF1F4D0&ads.n4=content_name&ads.v4=EPG%20%7C%20Now%2070s&ads.n21=content_type&ads.v21=channel&ads.n22=device_make&ads.v22=&ads.n23=dnt&ads.v23=&ads.n24=content_custom_3_param&ads.v24=channel&ads.n25=ua&ads.v25=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n26=us_privacy&ads.v26=1YNY&ads.n27=device_type&ads.v27=&ads.n28=channel_ext_id&ads.v28=&ads.n29=channel_rating&ads.v29=TV-PG&ads.n30=app_store_url&ads.v30=&ads.n31=w&ads.v31=1920&ads.n32=device_model&ads.v32=&ads.n33=content_custom_2_param&ads.v33=AMDB013347&ads.n34=channel_corp&ads.v34=Lightning%20International%20Limited&ads.n35=url&ads.v35=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n36=network_name&ads.v36=now-70s&ads.n37=content_provider&ads.v37=now-70s&ads.n38=channel_name&ads.v38=EPG%20%20Now%2070s&ads.n39=cust_devicename&ads.v39=desktop_web&ads.n40=channel_id&ads.v40=D353EE9C-6B6C-40ED-B605-9CAEDDF1F4D0&ads.n41=channel_title&ads.v41=EPG%20%20Now%2070s&ads.n42=ip&ads.v42=195.179.200.80&ads.n43=did&ads.v43=&ads.n44=gpp&ads.v44=&ads.n45=ifa_type&ads.v45=&ads.n46=pos&ads.v46=midroll&ads.n47=channel_language&ads.v47=en&ads.n48=content_producer_name&ads.v48=Lightning%20International%20Limited&ads.n49=app_version&ads.v49=0.0.0&ads.n50=content_custom_1_param&ads.v50=D353EE9C-6B6C-40ED-B605-9CAEDDF1F4D0&ads.n51=channel_company_id&ads.v51=AMDP500507&ads.n52=content_livestream&ads.v52=1&ads.n53=app_name&ads.v53=&ads.n54=gpp_sid&ads.v54=&ads.n55=channel_genre&ads.v55=Music%20Video&ads.n56=h&ads.v56=1080&ads.n57=app_bundle&ads.v57=&ads.n58=channel_brand_id&ads.v58=AMDB013347,data\raw\inbox\localnow.m3u
tvg|ln_043aac60-0203-4c49-a6c1-d24cd5fa4429|,yes,Now 80s,LN_043AAC60-0203-4C49-A6C1-D24CD5FA4429,,LocalNow🇺🇸: Music and Arts,,,https://s7host5.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config9/playlist.m3u8?ads.cdnhost=s7host5.localnow.api.cms.amdvids.com&ads.playbackid=043AAC60-0203-4C49-A6C1-D24CD5FA4429&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=043AAC60-0203-4C49-A6C1-D24CD5FA4429&ads.n4=content_name&ads.v4=EPG%20%7C%20%20Now%2080s&ads.n21=device_type&ads.v21=&ads.n22=content_custom_1_param&ads.v22=043AAC60-0203-4C49-A6C1-D24CD5FA4429&ads.n23=us_privacy&ads.v23=1YNY&ads.n24=app_name&ads.v24=&ads.n25=device_model&ads.v25=&ads.n26=content_type&ads.v26=channel&ads.n27=content_provider&ads.v27=now-80s&ads.n28=channel_company_id&ads.v28=AMDP500507&ads.n29=network_name&ads.v29=now-80s&ads.n30=url&ads.v30=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n31=content_custom_2_param&ads.v31=AMDB013348&ads.n32=gpp_sid&ads.v32=&ads.n33=cust_devicename&ads.v33=desktop_web&ads.n34=ifa_type&ads.v34=&ads.n35=channel_genre&ads.v35=Music%20Video&ads.n36=ua&ads.v36=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n37=channel_brand_id&ads.v37=AMDB013348&ads.n38=h&ads.v38=1080&ads.n39=dnt&ads.v39=&ads.n40=channel_name&ads.v40=EPG%20%20%20Now%2080s&ads.n41=channel_id&ads.v41=043AAC60-0203-4C49-A6C1-D24CD5FA4429&ads.n42=gpp&ads.v42=&ads.n43=channel_language&ads.v43=en&ads.n44=w&ads.v44=1920&ads.n45=channel_ext_id&ads.v45=&ads.n46=device_make&ads.v46=&ads.n47=content_livestream&ads.v47=1&ads.n48=content_custom_3_param&ads.v48=channel&ads.n49=app_store_url&ads.v49=&ads.n50=channel_rating&ads.v50=TV-PG&ads.n51=did&ads.v51=&ads.n52=channel_corp&ads.v52=Lightning%20International%20Limited&ads.n53=app_version&ads.v53=0.0.0&ads.n54=channel_title&ads.v54=EPG%20%20%20Now%2080s&ads.n55=ip&ads.v55=195.179.200.80&ads.n56=app_bundle&ads.v56=&ads.n57=content_producer_name&ads.v57=Lightning%20International%20Limited&ads.n58=pos&ads.v58=midroll,data\raw\inbox\localnow.m3u
tvg|ln_693e205d-9369-43de-8dcc-bf90cc0951c5|,yes,Now Rock,LN_693E205D-9369-43DE-8DCC-BF90CC0951C5,,LocalNow🇺🇸: Music and Arts,,,https://s7host5.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config9/playlist.m3u8?ads.cdnhost=s7host5.localnow.api.cms.amdvids.com&ads.playbackid=693E205D-9369-43DE-8DCC-BF90CC0951C5&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=693E205D-9369-43DE-8DCC-BF90CC0951C5&ads.n4=content_name&ads.v4=EPG%20%7C%20%20%20Now%20Rock&ads.n21=device_make&ads.v21=&ads.n22=dnt&ads.v22=&ads.n23=network_name&ads.v23=now-90s&ads.n24=us_privacy&ads.v24=1YNY&ads.n25=channel_ext_id&ads.v25=&ads.n26=app_name&ads.v26=&ads.n27=content_custom_1_param&ads.v27=693E205D-9369-43DE-8DCC-BF90CC0951C5&ads.n28=channel_language&ads.v28=en&ads.n29=content_type&ads.v29=channel&ads.n30=gpp&ads.v30=&ads.n31=h&ads.v31=1080&ads.n32=channel_brand_id&ads.v32=AMDB013349&ads.n33=w&ads.v33=1920&ads.n34=did&ads.v34=&ads.n35=channel_genre&ads.v35=Music%20Video&ads.n36=channel_name&ads.v36=EPG%20%20%20%20Now%20Rock&ads.n37=content_custom_2_param&ads.v37=AMDB013349&ads.n38=channel_id&ads.v38=693E205D-9369-43DE-8DCC-BF90CC0951C5&ads.n39=content_custom_3_param&ads.v39=channel&ads.n40=channel_corp&ads.v40=Lightning%20International%20Limited&ads.n41=ip&ads.v41=195.179.200.80&ads.n42=url&ads.v42=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n43=content_producer_name&ads.v43=Lightning%20International%20Limited&ads.n44=content_provider&ads.v44=now-90s&ads.n45=channel_title&ads.v45=EPG%20%20%20%20Now%20Rock&ads.n46=app_version&ads.v46=0.0.0&ads.n47=channel_rating&ads.v47=TV-PG&ads.n48=cust_devicename&ads.v48=desktop_web&ads.n49=ua&ads.v49=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n50=pos&ads.v50=midroll&ads.n51=channel_company_id&ads.v51=AMDP500507&ads.n52=device_model&ads.v52=&ads.n53=content_livestream&ads.v53=1&ads.n54=app_bundle&ads.v54=&ads.n55=app_store_url&ads.v55=&ads.n56=device_type&ads.v56=&ads.n57=ifa_type&ads.v57=&ads.n58=gpp_sid&ads.v58=,data\raw\inbox\localnow.m3u
tvg|ln_d77646f4-4a8b-41c5-9423-79f5f6e4e8e8|,yes,Clubbing TV,LN_D77646F4-4A8B-41C5-9423-79F5F6E4E8E8,,LocalNow🇺🇸: Music and Arts,,,https://s10host1.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config12/live_abr/clubbingtv_world_abr/playlist.m3u8?ads.cdnhost=s10host1.localnow.api.cms.amdvids.com&ads.playbackid=D77646F4-4A8B-41C5-9423-79F5F6E4E8E8&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=D77646F4-4A8B-41C5-9423-79F5F6E4E8E8&ads.n4=content_name&ads.v4=Clubbing%20TV&ads.n21=channel_language&ads.v21=af&ads.n22=device_make&ads.v22=&ads.n23=channel_company_id&ads.v23=AMDP500540&ads.n24=ip&ads.v24=195.179.200.80&ads.n25=ifa_type&ads.v25=&ads.n26=content_custom_1_param&ads.v26=D77646F4-4A8B-41C5-9423-79F5F6E4E8E8&ads.n27=content_type&ads.v27=channel&ads.n28=channel_corp&ads.v28=Clubbing%20TV%20SAS&ads.n29=h&ads.v29=1080&ads.n30=channel_ext_id&ads.v30=&ads.n31=app_version&ads.v31=0.0.0&ads.n32=device_type&ads.v32=&ads.n33=content_livestream&ads.v33=1&ads.n34=content_custom_3_param&ads.v34=channel&ads.n35=channel_title&ads.v35=Clubbing%20TV&ads.n36=dnt&ads.v36=&ads.n37=app_name&ads.v37=&ads.n38=ua&ads.v38=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n39=channel_id&ads.v39=D77646F4-4A8B-41C5-9423-79F5F6E4E8E8&ads.n40=channel_name&ads.v40=Clubbing%20TV&ads.n41=w&ads.v41=1920&ads.n42=cust_devicename&ads.v42=desktop_web&ads.n43=network_name&ads.v43=clubbing-tv&ads.n44=content_provider&ads.v44=clubbing-tv&ads.n45=gpp&ads.v45=&ads.n46=channel_brand_id&ads.v46=AMDB013478&ads.n47=content_custom_2_param&ads.v47=AMDB013478&ads.n48=content_producer_name&ads.v48=Clubbing%20TV%20SAS&ads.n49=device_model&ads.v49=&ads.n50=gpp_sid&ads.v50=&ads.n51=channel_genre&ads.v51=Musicals&ads.n52=url&ads.v52=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n53=channel_rating&ads.v53=TV-PG&ads.n54=app_bundle&ads.v54=&ads.n55=us_privacy&ads.v55=1YNY&ads.n56=app_store_url&ads.v56=&ads.n57=did&ads.v57=&ads.n58=pos&ads.v58=midroll,data\raw\inbox\localnow.m3u
tvg|ln_b7688a14-b68f-4a9b-8857-28a584ccb016|,yes,PBS Nature,LN_B7688A14-B68F-4A9B-8857-28A584CCB016,,LocalNow🇺🇸: Nature and Outdoors,,,https://s6host5.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config9/playlist.m3u8?ads.cdnhost=s3host4.localnow.api.cms.amdvids.com&ads.playbackid=B7688A14-B68F-4A9B-8857-28A584CCB016&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=B7688A14-B68F-4A9B-8857-28A584CCB016&ads.n4=content_name&ads.v4=EPG%20%7C%20PBS%20Nature&ads.n21=channel_ext_id&ads.v21=63be2bff6dc4bf3efd0d5243&ads.n22=channel_corp&ads.v22=Public%20Media%20Distribution%20LLC&ads.n23=device_model&ads.v23=&ads.n24=channel_genre&ads.v24=Nature&ads.n25=network_name&ads.v25=pbs-nature-public-media&ads.n26=did&ads.v26=&ads.n27=content_custom_3_param&ads.v27=channel&ads.n28=ifa_type&ads.v28=&ads.n29=ip&ads.v29=195.179.200.80&ads.n30=content_provider&ads.v30=pbs-nature-public-media&ads.n31=channel_rating&ads.v31=TV-PG&ads.n32=content_livestream&ads.v32=1&ads.n33=content_producer_name&ads.v33=Public%20Media%20Distribution%20LLC&ads.n34=app_bundle&ads.v34=&ads.n35=channel_company_id&ads.v35=AMDP500543&ads.n36=channel_id&ads.v36=B7688A14-B68F-4A9B-8857-28A584CCB016&ads.n37=cust_devicename&ads.v37=desktop_web&ads.n38=app_name&ads.v38=&ads.n39=gpp_sid&ads.v39=&ads.n40=ua&ads.v40=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n41=channel_title&ads.v41=EPG%20%20PBS%20Nature&ads.n42=channel_brand_id&ads.v42=AMDB013474&ads.n43=device_type&ads.v43=&ads.n44=channel_language&ads.v44=en&ads.n45=app_store_url&ads.v45=&ads.n46=app_version&ads.v46=0.0.0&ads.n47=device_make&ads.v47=&ads.n48=h&ads.v48=1080&ads.n49=content_custom_1_param&ads.v49=B7688A14-B68F-4A9B-8857-28A584CCB016&ads.n50=w&ads.v50=1920&ads.n51=content_custom_2_param&ads.v51=AMDB013474&ads.n52=dnt&ads.v52=&ads.n53=channel_name&ads.v53=EPG%20%20PBS%20Nature&ads.n54=gpp&ads.v54=&ads.n55=pos&ads.v55=midroll&ads.n56=url&ads.v56=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n57=us_privacy&ads.v57=1YNY&ads.n58=content_type&ads.v58=channel,data\raw\inbox\localnow.m3u
tvg|ln_600378ab-319c-4603-aa65-dd647279c634|,yes,Love Nature,LN_600378AB-319C-4603-AA65-DD647279C634,,LocalNow🇺🇸: Nature and Outdoors,,,https://s5host2.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config6/playlist.m3u8?ads.cdnhost=s5host2.localnow.api.cms.amdvids.com&ads.playbackid=600378AB-319C-4603-AA65-DD647279C634&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=600378AB-319C-4603-AA65-DD647279C634&ads.n4=content_name&ads.v4=EPG%20%7C%20Love%20Nature%20Channel&ads.n21=content_producer_name&ads.v21=Blue%20Skye%20Entertainment%20%28US%29%20LLC&ads.n22=ip&ads.v22=195.179.200.80&ads.n23=network_name&ads.v23=love-nature-channel&ads.n24=channel_genre&ads.v24=Nature&ads.n25=content_type&ads.v25=channel&ads.n26=channel_company_id&ads.v26=AMDP500130&ads.n27=gpp_sid&ads.v27=&ads.n28=content_provider&ads.v28=love-nature-channel&ads.n29=device_model&ads.v29=&ads.n30=url&ads.v30=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n31=app_bundle&ads.v31=&ads.n32=us_privacy&ads.v32=1YNY&ads.n33=pos&ads.v33=midroll&ads.n34=channel_title&ads.v34=EPG%20%20Love%20Nature%20Channel&ads.n35=ua&ads.v35=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n36=app_store_url&ads.v36=&ads.n37=channel_id&ads.v37=600378AB-319C-4603-AA65-DD647279C634&ads.n38=channel_language&ads.v38=en&ads.n39=channel_brand_id&ads.v39=AMDB012071&ads.n40=channel_rating&ads.v40=TV-PG&ads.n41=w&ads.v41=1920&ads.n42=dnt&ads.v42=&ads.n43=content_custom_1_param&ads.v43=600378AB-319C-4603-AA65-DD647279C634&ads.n44=did&ads.v44=&ads.n45=channel_corp&ads.v45=Blue%20Skye%20Entertainment%20%28US%29%20LLC&ads.n46=h&ads.v46=1080&ads.n47=app_version&ads.v47=0.0.0&ads.n48=channel_name&ads.v48=EPG%20%20Love%20Nature%20Channel&ads.n49=gpp&ads.v49=&ads.n50=content_custom_2_param&ads.v50=AMDB012071&ads.n51=content_livestream&ads.v51=1&ads.n52=device_type&ads.v52=&ads.n53=device_make&ads.v53=&ads.n54=app_name&ads.v54=&ads.n55=content_custom_3_param&ads.v55=channel&ads.n56=cust_devicename&ads.v56=desktop_web&ads.n57=ifa_type&ads.v57=&ads.n58=channel_ext_id&ads.v58=6092e184397ff5396c279cc3,data\raw\inbox\localnow.m3u
tvg|ln_aac2601b-f7f7-49b1-9e62-dfe3e0ea7990|,yes,Xploration Station,LN_AAC2601B-F7F7-49B1-9E62-DFE3E0EA7990,,LocalNow🇺🇸: Nature and Outdoors,,,https://0e21bb37851e47758567dded12a0a1a2.mediatailor.us-east-1.amazonaws.com/v1/master/f4e8c53a8367a5b58e20ce054ea3ce25a3e904d3/LocalNow_XplorationStation/playlist.m3u8?ads.app_name=&ads.us_privacy=1YNY&ads.dnt=&ads.channel_brand_id=AMDB012257&ads.wurl_channel=1225&ads.did=&ads.coppa=0&ads.cust_devicename=&ads.ifa_type=&ads.device_make=&ads.content_genre=Educational&ads.content_title=AAC2601B-F7F7-49B1-9E62-DFE3E0EA7990&ads.channel_corp=SRP%20Digital&ads.ua=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.device_type=&ads.app_store_url=&ads.ip=195.179.200.80&ads.channel_company_id=AMDP500214&ads.wurl_name=XplorationStation&ads.content_provider=xploration-station&ads.channel_ext_id=62ec2c49382cc0766c0e0308&ads.app_bundle=&ads.device_model=&ads.content_id=AAC2601B-F7F7-49B1-9E62-DFE3E0EA7990&page_url=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&width=1920&app_version=0.0.0&device_devicetype=desktop_web&height=1080,data\raw\inbox\localnow.m3u
