"id","name"
"AlJazeera.qa@Arabic",
"AnimalPlanet.au@SD",
"ANT1Pacific.gr@SD",
"Arena-2/AR2",
"Arena.au@SD",
"AuroraTV.au@SD",
"Aussie-Classics/ACS",
"BBCUKTV.au@Australia",
"Bloomberg-Television/BLM",
"BoxSets.au@SD",
"British-2/FS2",
"British-Cinema/BCS",
"British/FSU",
"CGTN/CCC",
"CGTNDocumentary/CCD",
"Classics.au@Plus2",
"Classics.au@SD",
"ClubMTV.au@SD",
"CMT.au@SD",
"CNBCAustralia.au@SD",
"CNNInternational.us@AsiaPacific",
"Comedy.au@Plus2",
"Comedy.au@SD",
"Crime.au@SD",
"Daystar/DAS",
"Discovery-Turbo-2/DI2",
"DiscoveryChannel.au@Plus2",
"DiscoveryChannel.au@SD",
"DiscoveryTurbo.au@Australia",
"DocPlay/DPS",
"DreamWorksChannel.au@SD",
"ESPN.au@SD",
"ESPN2.au@SD",
"ExpoChannel.au@SD",
"Famous/SAR",
"Fashion-TV/FHT",
"Fox-Sports-More/FSS",
"Fox8.au@Plus2",
"Fox8.au@SD",
"FoxCricket.au@SD",
"FoxCrime.au@Plus2",
"FoxFooty.au@SD",
"FoxLeague.au@SD",
"FoxNewsChannel.us@SD",
"FoxSports503.au@SD",
"FoxSports505.au@SD",
"FoxSports506.au@SD",
"FoxSportsNews.au@SD",
"Foxtel-One-2/F12",
"FoxtelOne.au@SD",
"GB-News/GBN",
"GOOD.au@SD",
"InvestigationDiscovery.au@SD",
"LifeStyle.au@Plus2",
"LifeStyle.au@SD",
"LifestyleFood.au@Plus2",
"LifestyleFood.au@SD",
"LifestyleHome.au@SD",
"LMN.au@SD",
"Movies-4K-Ultra-HD/K02",
"Movies-Action-2/MTA",
"Movies-Action/SHA",
"Movies-Comedy/SHY",
"Movies-Drama/MO6",
"Movies-Family-2/MTF",
"Movies-Family/SHF",
"Movies-Greats/GRR",
"Movies-Hits/MVS",
"Movies-Premiere-2/SH2",
"Movies-Premiere/SHO",
"Movies-Romance/SHD",
"MSNBC/MSN",
"MTV-80s/MTC",
"MTVHits.au@SD",
"NHKWorldJapan.jp@SD",
"NickMusic.au@SD",
"RaiItalia.it@Australia",
"Real-Crime/CIN",
"Real-History/HST",
"RealLife.au@Plus2",
"RealLife.au@SD",
"SBSViceland.au@Sydney",
"SBSWorldMovies.au@Sydney",
"SBSWorldWatch.au@Sydney",
"Showcase.au@Plus2",
"Showcase.au@SD",
"Sky-News-UK/SUK",
"SKY-News/SKY",
"SKY-Racing/SRA",
"SKY-Tbred-Cent/SRW",
"SKY-Weather/FXW",
"SkyNewsExtra.au@SD",
"SkyRacing2.au@SD",
"SonLife/SLT",
"TLC.au@Plus2",
"TLC.au@SD",
"TVSN.au@SD",
"UKTV2/UK2",
"UniversalTV.au@SD",
