tag,site,name,xmltv_id,lang,site_id,source_file
streamingtvguides.com,streamingtvguides.com,ScreenPix SD,,en,SCRNPSD,streamingtvguides.com.channels.xml
epgshare01.online,epgshare01.online,ScreenPix Voices,,en,US1#ScreenPix.Voices.us,epgshare01.online_US1.channels.xml
streamingtvguides.com,streamingtvguides.com,ScreenPix Voices,,en,SCRNVOI,streamingtvguides.com.channels.xml
streamingtvguides.com,streamingtvguides.com,ScreenPix Voices SD,,en,SNVOISD,streamingtvguides.com.channels.xml
epgshare01.online,epgshare01.online,ScreenPix Westerns,,en,US1#ScreenPix.Westerns.us,epgshare01.online_US1.channels.xml
streamingtvguides.com,streamingtvguides.com,ScreenPix Westerns,,en,SCRNWST,streamingtvguides.com.channels.xml
pluto.tv,pluto.tv,Scripps News,,en,5459795fc9f133a519bc0bef,pluto.tv_us.channels.xml
pluto.tv,pluto.tv,Scripps News,,en,5459795fc9f133a519bc0bef,pluto.tv_all.channels.xml
tvinsider.com,tvinsider.com,Scripps News,,en,scripps-news,tvinsider.com.channels.xml
epgshare01.online,epgshare01.online,"Scripps News (KERO-TV6) Bakersfield, CA",,en,"US_LOCALS2#Scripps.News.(KERO-TV6).Bakersfield,.CA.us",epgshare01.online_US_LOCALS2.channels.xml
epgshare01.online,epgshare01.online,"Scripps News (KFVT-LD3) Wichita, KS",,en,"US_LOCALS2#Scripps.News.(KFVT-LD3).Wichita,.KS.us",epgshare01.online_US_LOCALS2.channels.xml
epgshare01.online,epgshare01.online,"Scripps News (W29FD-D5) Columbus, GA",,en,"US_LOCALS2#Scripps.News.(W29FD-D5).Columbus,.GA.us",epgshare01.online_US_LOCALS2.channels.xml
epgshare01.online,epgshare01.online,"Scripps News (W34EY-D) Huntsville, AL",,en,"US_LOCALS2#Scripps.News.(W34EY-D).Huntsville,.AL.us",epgshare01.online_US_LOCALS2.channels.xml
