channel_id,display_name
1231.stations.xmltv.tvmedia.ca,CW - Network Eastern
1856.stations.xmltv.tvmedia.ca,Bloomberg TV USA
2073.stations.xmltv.tvmedia.ca,Discovery en Espanol
32921.stations.xmltv.tvmedia.ca,Star Movies
33006.stations.xmltv.tvmedia.ca,Start TV
36223.stations.xmltv.tvmedia.ca,Adult Swim USA
36224.stations.xmltv.tvmedia.ca,ABC News Live
3767.stations.xmltv.tvmedia.ca,MNT - Network Eastern
