"publish_type","file_name","relative_path","tivimate_stage_path","runtime_stage_path","size_bytes","sha256"
"m3u","C680268B28__ru_bonustv.m3u","C680268B28__ru_bonustv.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\C680268B28__ru_bonustv.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\C680268B28__ru_bonustv.m3u","5607","C680268B284D82BC8B8316064701CB7B7D43E5CF1C8998F7FA22B2E65B93152A"
"m3u","C6C7C38568__uk_pluto.m3u","C6C7C38568__uk_pluto.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\C6C7C38568__uk_pluto.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\C6C7C38568__uk_pluto.m3u","14262","C6C7C38568DE49A74275A72A88040F47721850C7FD773829226464A668533896"
"m3u","C8308ADDD4__cn_cctv.m3u","C8308ADDD4__cn_cctv.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\C8308ADDD4__cn_cctv.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\C8308ADDD4__cn_cctv.m3u","2098","C8308ADDD4A9EF53CF97BD6B1C28BDA8A857681AE4BDB36A39F797EC228FEE90"
"m3u","ca.m3u","review_from_iptv__C42511BE\ca.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\ca.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\ca.m3u","19399","DE1632EFC522D8FDDA8BC48A6BCB128092FBD3073D8DFEB6F01C0301229FD65B"
"m3u","ca_pluto.m3u","review_from_iptv__C42511BE\ca_pluto.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\ca_pluto.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\ca_pluto.m3u","88254","BDAECF8D4DD4C605854381DCE4EC79F69C028DA3338EFAE8CB1C160CA3D923DB"
"m3u","ca_samsung.m3u","review_from_iptv__C42511BE\ca_samsung.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\ca_samsung.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\ca_samsung.m3u","2126","9B4EC9E7D0D0AF0976681C9701BD4FA1ABACFD990FD6320BDD2D43C8C2C3BDFA"
"m3u","ca_stingray.m3u","review_from_iptv__C42511BE\ca_stingray.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\ca_stingray.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\ca_stingray.m3u","3723","BD9052B56DB61C60171E991770C20C4022E74843944297D4D51B30B01C1AE6B3"
"m3u","CA11970EB5__playlist_apsattv_redbox.m3u","CA11970EB5__playlist_apsattv_redbox.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\CA11970EB5__playlist_apsattv_redbox.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\CA11970EB5__playlist_apsattv_redbox.m3u","67390","CA11970EB5B336629AA07A3B52552A882BFF602BBFDC9D1AB20DD66D4464D7FD"
"m3u","CAE8035E02__lb.m3u","CAE8035E02__lb.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\CAE8035E02__lb.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\CAE8035E02__lb.m3u","3088","CAE8035E02A8E57FA3450C29DB83DF4D76736259854178F9D162A0E2407E7834"
"m3u","CB24977698__ma.m3u","CB24977698__ma.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\CB24977698__ma.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\CB24977698__ma.m3u","2927","CB24977698DDF670277B3D996D891B7E5FC30870F4A947B2DBFDFE3CDFEAC245"
"m3u","cd.m3u","review_from_iptv__C42511BE\cd.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\cd.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\cd.m3u","4434","138ED489E42C841AF73E1DF507438E1BE5EAA665DC9A2A158083F31F09C00AB7"
"m3u","CD640985EA__mk.m3u","CD640985EA__mk.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\CD640985EA__mk.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\CD640985EA__mk.m3u","4404","CD640985EA2630701D4E0D39CDE0EA6792A74F2AA559DEBE84391BC512DE3317"
"m3u","CD9548855A__gr.m3u","CD9548855A__gr.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\CD9548855A__gr.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\CD9548855A__gr.m3u","15712","CD9548855A68832A4AB512734D8CE36A077158A81DE0BCF9D73E4AFC1F87914D"
"m3u","CEEE8DEFDA__es_rakuten.m3u","CEEE8DEFDA__es_rakuten.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\CEEE8DEFDA__es_rakuten.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\CEEE8DEFDA__es_rakuten.m3u","2635","CEEE8DEFDA65A31259ADC36140921E5D1E9A5D91B9C62E73CFB14192BA1F4B9A"
"m3u","cg.m3u","review_from_iptv__C42511BE\cg.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\cg.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\cg.m3u","1004","261898E6C6BFED4A98D9107F5E49496628872BD2956CC78CADDD1D3C4893784D"
"m3u","ch.m3u","review_from_iptv__C42511BE\ch.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\ch.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\ch.m3u","5336","A86FD9183248B4C27925A97149E86980C0BF20AD161018D8E1FEA9FEDDE46A3C"
"m3u","ch_pluto.m3u","review_from_iptv__C42511BE\ch_pluto.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\ch_pluto.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\ch_pluto.m3u","97511","4723A8E7027B73C4F75F462CC86CE3B23C682A086C7E947D36B79ACCBC02A6DC"
"m3u","ch_samsung.m3u","review_from_iptv__C42511BE\ch_samsung.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\ch_samsung.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\ch_samsung.m3u","262","E871E2A899ADA51B8C70560B7FEA6EFF8F78C3D52B828F7163F353E060C112D4"
"m3u","ci.m3u","review_from_iptv__C42511BE\ci.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\ci.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\ci.m3u","3614","36E17F172ADCE457395D8FBEA45321AC1FFD6C446723CA43AD40624EA9BCAD0D"
"m3u","cl.m3u","review_from_iptv__C42511BE\cl.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\cl.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\cl.m3u","27274","E0D5D9E412291E31B5DD30BBA31247A5C1490BE89FD3CD2ADFCA94AC0F97097B"
"m3u","cm.m3u","review_from_iptv__C42511BE\cm.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\cm.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\cm.m3u","4476","A5A57E208E103EEC535FCDDE52783CB5DD354FC3F3308479CC04ED299253B22C"
"m3u","cn.m3u","review_from_iptv__C42511BE\cn.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\cn.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\cn.m3u","86064","7FBB4548A98D8D58DAFB81DDF9753AAA1D19FFFB471453322FD15B0A8BBCD7C1"
"m3u","cn_112114.m3u","review_from_iptv__C42511BE\cn_112114.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\cn_112114.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\cn_112114.m3u","1242","719C50702B434A081A024D7E59696E695CD947304FBBE7CC1F3A564AE7D6EE07"
"m3u","cn_cctv.m3u","review_from_iptv__C42511BE\cn_cctv.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\cn_cctv.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\cn_cctv.m3u","2098","C8308ADDD4A9EF53CF97BD6B1C28BDA8A857681AE4BDB36A39F797EC228FEE90"
"m3u","cn_cgtn.m3u","review_from_iptv__C42511BE\cn_cgtn.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\cn_cgtn.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\cn_cgtn.m3u","960","B39CE4B618C683D90B70F408978F80E607A7EE1AB4138EAACAAE140827C39DA6"
"m3u","cn_yeslivetv.m3u","review_from_iptv__C42511BE\cn_yeslivetv.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\cn_yeslivetv.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\cn_yeslivetv.m3u","1559","6DE0B19D577EE255C736DEF0A4BB9A21C0F876C1E7C53F52DFB1593C4CF93951"
"m3u","co.m3u","review_from_iptv__C42511BE\co.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\co.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\co.m3u","20775","88D26A8C40367B287B785B34BA70BDB41A1E30D0AD946D16FC3C3ADECEFA946E"
"m3u","cr.m3u","review_from_iptv__C42511BE\cr.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\current\m3u\review_from_iptv__C42511BE\cr.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\current\m3u\review_from_iptv__C42511BE\cr.m3u","10319","5847CA85FC0DD44355A72F61F4569F410DCA5DE9BA38D0AB0F3D4DF4B9151030"
